,model1_fc1,model1_fc2,model2_fc1,model2_fc2,model2_wa1,model2_wa2,train_epoch
27,34487.3984375,473.1466979980469,34223.26171875,456.14813232421875,34223.34765625,456.1325988769531,5
28,34610.734375,476.17218017578125,34225.42578125,457.7035827636719,34224.953125,457.7473449707031,5
29,34778.5234375,480.3368225097656,34227.65625,459.7631530761719,34227.5234375,459.74273681640625,5
30,34227.5234375,459.74273681640625,34227.65625,459.7631530761719,35061.4765625,496.9842529296875,6
31,34429.6328125,473.26416015625,34590.671875,470.67425537109375,34546.6015625,478.9330749511719,6
32,34645.109375,484.9306640625,34565.93359375,472.352783203125,34566.625,474.2803649902344,6
33,34804.6328125,490.41265869140625,34567.609375,474.1066589355469,34568.1875,474.0668640136719,6
34,34906.1875,493.16192626953125,34569.8203125,475.4425048828125,34569.5703125,475.45599365234375,6
35,35061.4765625,496.9842529296875,34572.0,477.2811279296875,34572.04296875,477.32672119140625,6
36,34572.04296875,477.32672119140625,34572.0,477.2811279296875,35353.9453125,512.93115234375,7
37,34741.7109375,490.2150573730469,34914.75390625,488.0876159667969,34874.90625,495.3774719238281,7
38,34941.43359375,501.60992431640625,34892.01953125,489.4849853515625,34891.9375,491.2550964355469,7
39,35092.4609375,506.33837890625,34893.47265625,491.01617431640625,34893.14453125,491.04571533203125,7
40,35197.65625,509.06927490234375,34894.90625,492.2171325683594,34895.0625,492.26861572265625,7
41,35353.9453125,512.93115234375,34896.7890625,493.86102294921875,34897.38671875,493.90435791015625,7
42,34897.38671875,493.90435791015625,34896.7890625,493.86102294921875,35671.56640625,528.6617431640625,8
43,35062.0234375,506.5594482421875,35237.0078125,504.2051086425781,35206.66015625,511.76904296875,8
44,35247.9609375,517.7174072265625,35220.0703125,506.0212097167969,35217.5625,507.73748779296875,8
45,35408.8671875,522.0633544921875,35219.8125,507.4014892578125,35220.5546875,507.39801025390625,8
46,35522.95703125,524.7505493164062,35221.515625,508.5650634765625,35222.1015625,508.55316162109375,8
47,35671.56640625,528.6617431640625,35223.6015625,510.1252746582031,35224.07421875,510.161865234375,8
48,35224.07421875,510.161865234375,35223.6015625,510.1252746582031,36007.52734375,543.288818359375,9
49,35398.71875,522.123046875,35566.984375,519.8256225585938,35543.35546875,526.9146728515625,9
50,35598.65625,532.9619750976562,35554.0234375,521.7837524414062,35551.02734375,523.0567016601562,9
51,35746.80078125,537.5389404296875,35554.09375,523.2559814453125,35553.7578125,523.315673828125,9
52,35866.625,539.8089599609375,35555.54296875,524.5125732421875,35555.484375,524.4929809570312,9
53,36007.52734375,543.288818359375,35557.21875,526.09228515625,35557.8125,526.0321044921875,9
54,35557.8125,526.0321044921875,35557.21875,526.09228515625,36331.046875,558.6432495117188,10
55,35753.9609375,537.728759765625,35891.15625,535.5473022460938,35869.83984375,542.6934814453125,10
56,35957.40625,548.3151245117188,35877.953125,537.5867309570312,35876.1796875,539.0928344726562,10
57,36114.88671875,552.9161376953125,35878.296875,539.2401733398438,35878.09375,539.2805786132812,10
58,36206.2734375,555.334228515625,35879.77734375,540.3886108398438,35879.58984375,540.4712524414062,10
59,36331.046875,558.6432495117188,35881.5078125,541.8318481445312,35881.64453125,541.8667602539062,10
60,35881.64453125,541.8667602539062,35881.5078125,541.8318481445312,36617.5390625,572.3658447265625,11
61,36053.5546875,552.705322265625,36198.5625,551.333740234375,36183.984375,557.2593383789062,11
62,36242.78125,562.6781005859375,36190.56640625,552.9366455078125,36185.25,554.7579345703125,11
63,36374.6171875,566.8253173828125,36189.15625,554.6348266601562,36188.89453125,554.883544921875,11
64,36469.1953125,568.9476318359375,36190.3046875,555.80322265625,36190.5859375,555.78173828125,11
65,36617.5390625,572.3658447265625,36191.796875,557.1173706054688,36192.64453125,557.1439208984375,11
66,36192.64453125,557.1439208984375,36191.796875,557.1173706054688,36915.8984375,586.568115234375,12
67,36364.296875,567.747802734375,36503.28125,566.444091796875,36487.81640625,571.9190673828125,12
68,36544.51171875,577.017822265625,36495.08984375,567.9114990234375,36489.22265625,569.561279296875,12
69,36675.109375,581.1377563476562,36493.0546875,569.247802734375,36493.296875,569.467529296875,12
70,36762.68359375,583.23974609375,36494.4609375,570.2858276367188,36494.5859375,570.1982421875,12
71,36915.8984375,586.568115234375,36496.078125,571.4888916015625,36496.44140625,571.4905395507812,12
72,36496.44140625,571.4905395507812,36496.078125,571.4888916015625,37184.578125,601.372314453125,13
73,36658.3203125,582.7697143554688,36789.8046875,580.7681884765625,36780.8046875,586.7109375,13
74,36840.609375,592.2939453125,36785.109375,582.0892333984375,36779.359375,583.990478515625,13
75,36971.046875,596.4466552734375,36783.6875,583.39697265625,36782.7265625,583.5204467773438,13
76,37058.46484375,598.431396484375,36784.3828125,584.2313842773438,36784.46875,584.180908203125,13
77,37184.578125,601.372314453125,36785.60546875,585.2577514648438,36786.41796875,585.2811889648438,13
78,36786.41796875,585.2811889648438,36785.60546875,585.2577514648438,37485.3515625,614.1976318359375,14
79,36939.9375,596.5672607421875,37086.1171875,594.633544921875,37079.046875,599.9974365234375,14
80,37115.2578125,605.5450439453125,37081.671875,595.4742431640625,37075.53515625,597.8027954101562,14
81,37257.03515625,609.5240478515625,37079.390625,596.9835205078125,37079.609375,597.2864990234375,14
82,37352.45703125,611.1622314453125,37080.4296875,597.8137817382812,37080.77734375,597.8594970703125,14
83,37485.3515625,614.1976318359375,37081.7265625,598.87451171875,37082.4375,598.841064453125,14
84,37082.4375,598.841064453125,37081.7265625,598.87451171875,37766.890625,627.416748046875,15
85,37255.890625,609.489501953125,37371.62890625,607.5318603515625,37366.3359375,613.4022216796875,15
86,37444.0078125,618.8878173828125,37369.1328125,608.5599975585938,37362.4609375,611.014404296875,15
87,37571.953125,623.0784912109375,37366.9140625,609.9990844726562,37366.6484375,610.336181640625,15
88,37654.9609375,624.5394287109375,37367.85546875,610.8322143554688,37367.95703125,610.7847290039062,15
89,37766.890625,627.416748046875,37369.2265625,611.8362426757812,37369.5,611.8533935546875,15
90,37369.5,611.8533935546875,37369.2265625,611.8362426757812,38061.06640625,639.2698974609375,16
91,37539.4296875,622.5396728515625,37666.1171875,620.16064453125,37657.7109375,625.5352783203125,16
92,37725.2109375,631.386962890625,37661.5703125,621.660888671875,37656.09375,623.1148681640625,16
93,37854.0078125,635.245361328125,37659.7734375,623.269775390625,37659.46875,623.164794921875,16
94,37944.64453125,636.7009887695312,37660.69921875,624.04296875,37660.5390625,624.05322265625,16
95,38061.06640625,639.2698974609375,37661.6171875,625.0695190429688,37662.32421875,625.0781860351562,16
96,37662.32421875,625.0781860351562,37661.6171875,625.0695190429688,38380.45703125,652.8123779296875,17
97,37836.2578125,635.6466674804688,37961.6953125,633.5225830078125,37959.35546875,638.7646484375,17
98,38044.15625,644.307861328125,37958.44140625,635.215576171875,37953.4609375,637.2200927734375,17
99,38188.421875,648.306640625,37956.953125,637.2417602539062,37956.2265625,637.493896484375,17
100,38264.80078125,650.023193359375,37957.58203125,638.2225341796875,37957.46484375,638.1978149414062,17
101,38380.45703125,652.8123779296875,37958.6484375,639.1158447265625,37958.859375,639.1591796875,17
102,37958.859375,639.1591796875,37958.6484375,639.1158447265625,38622.5078125,665.043212890625,18
103,38130.7265625,648.9866943359375,38233.7421875,646.7561645507812,38230.953125,651.818603515625,18
104,38301.72265625,657.5736694335938,38231.90625,648.1829223632812,38225.30078125,650.1650390625,18
105,38427.2578125,660.7791137695312,38229.34375,649.62109375,38229.34375,649.9194946289062,18
106,38513.05859375,662.560302734375,38230.07421875,650.4130859375,38230.546875,650.4472045898438,18
107,38622.5078125,665.043212890625,38231.0625,651.314208984375,38232.0703125,651.267333984375,18
108,38232.0703125,651.267333984375,38231.0625,651.314208984375,38935.3828125,678.0859375,19
109,38400.15234375,661.87353515625,38526.59765625,659.2606201171875,38523.91796875,664.8495483398438,19
110,38589.24609375,670.302978515625,38524.76953125,660.5867919921875,38518.31640625,662.9141235351562,19
111,38713.25,673.862060546875,38522.171875,662.2005615234375,38522.09375,662.3753662109375,19
112,38793.8515625,675.233154296875,38523.03125,662.8507080078125,38523.0703125,662.8946533203125,19
113,38935.3828125,678.0859375,38523.859375,663.5955200195312,38524.578125,663.6317138671875,19
114,38524.578125,663.6317138671875,38523.859375,663.5955200195312,39167.234375,690.7156982421875,20
115,38688.4296875,674.4048461914062,38786.32421875,671.531982421875,38786.65625,677.219482421875,20
116,38876.3203125,683.243896484375,38784.21875,673.2205810546875,38779.0390625,675.2703857421875,20
117,38991.46875,686.9417724609375,38781.46484375,674.8363647460938,38782.2890625,675.1109008789062,20
118,39058.5234375,688.3832397460938,38782.30859375,675.5340576171875,38783.04296875,675.506591796875,20
119,39167.234375,690.7156982421875,38783.23046875,676.2855224609375,38784.28515625,676.2815551757812,20
120,38784.28515625,676.2815551757812,38783.23046875,676.2855224609375,39488.3515625,701.4893798828125,21
121,38956.59765625,686.20068359375,39077.3359375,684.3504638671875,39074.359375,688.3259887695312,21
122,39145.171875,694.5020751953125,39073.109375,685.130859375,39068.6015625,686.9315185546875,21
123,39307.296875,697.5718994140625,39070.8359375,686.259033203125,39071.16796875,686.6417236328125,21
124,39387.8125,699.0057373046875,39071.66796875,686.8807373046875,39071.7578125,686.876708984375,21
125,39488.3515625,701.4893798828125,39072.328125,687.4853515625,39072.9921875,687.4886474609375,21
126,39072.9921875,687.4886474609375,39072.328125,687.4853515625,39727.796875,711.9407348632812,22
127,39240.953125,697.3179931640625,39350.5703125,695.4130859375,39338.8515625,699.330078125,22
128,39427.9609375,705.2647705078125,39344.1328125,696.1754760742188,39337.140625,697.6904907226562,22
129,39558.234375,708.1509399414062,39341.09765625,697.0770263671875,39340.4609375,697.4560546875,22
130,39628.390625,709.6473388671875,39341.31640625,697.6240234375,39341.46875,697.58447265625,22
131,39727.796875,711.9407348632812,39341.9375,698.0922241210938,39342.55859375,698.140869140625,22
132,39342.55859375,698.140869140625,39341.9375,698.0922241210938,40008.6875,725.1597900390625,23
133,39496.921875,708.7405395507812,39621.95703125,706.0015258789062,39612.515625,711.59130859375,23
134,39672.32421875,718.0189819335938,39614.9609375,707.0421142578125,39610.43359375,708.83251953125,23
135,39803.7890625,721.393310546875,39612.75390625,707.8203125,39612.53515625,708.1385498046875,23
136,39885.375,722.899169921875,39613.265625,708.3299560546875,39613.1953125,708.2673950195312,23
137,40008.6875,725.1597900390625,39613.7421875,708.882568359375,39614.51171875,708.89892578125,23
138,39614.51171875,708.89892578125,39613.7421875,708.882568359375,40271.46875,735.5208740234375,24
139,39786.55078125,720.5654907226562,39885.7578125,716.6476440429688,39882.46484375,722.3319091796875,24
140,39971.3203125,729.4276123046875,39883.6328125,717.63232421875,39876.0,719.5506591796875,24
141,40106.671875,732.421630859375,39879.6328125,718.6331787109375,39879.69140625,718.7320556640625,24
142,40175.00390625,733.2081298828125,39879.921875,719.0693359375,39880.3359375,719.0579833984375,24
143,40271.46875,735.5208740234375,39880.48046875,719.5664672851562,39881.2265625,719.6358642578125,24
144,39881.2265625,719.6358642578125,39880.48046875,719.5664672851562,40511.53125,745.5552368164062,25
145,40056.375,730.726318359375,40139.54296875,726.9676513671875,40140.9375,732.802490234375,25
146,40229.1328125,739.1641845703125,40138.3828125,728.0679931640625,40132.3984375,730.492919921875,25
147,40342.01953125,742.2841796875,40135.15234375,729.2738647460938,40135.1328125,729.711669921875,25
148,40425.2890625,743.36669921875,40135.09375,729.7978515625,40135.93359375,729.8291015625,25
149,40511.53125,745.5552368164062,40135.65625,730.2814331054688,40136.546875,730.2470703125,25
150,40136.546875,730.2470703125,40135.65625,730.2814331054688,40812.71875,755.409423828125,26
151,40310.07421875,741.3583984375,40412.8046875,736.9413452148438,40412.9375,743.1414794921875,26
152,40493.16015625,749.7296752929688,40410.68359375,737.9822998046875,40404.95703125,740.9110107421875,26
153,40626.390625,752.646728515625,40407.48828125,739.186279296875,40407.578125,739.685302734375,26
154,40705.1328125,753.7515869140625,40407.875,739.646484375,40408.06640625,739.7030639648438,26
155,40812.71875,755.409423828125,40408.1875,740.0509033203125,40408.90234375,740.0955810546875,26
156,40408.90234375,740.0955810546875,40408.1875,740.0509033203125,41117.69921875,765.5427856445312,27
157,40594.625,751.4528198242188,40697.625,746.8218994140625,40696.8984375,753.2280883789062,27
158,40779.37890625,759.6785888671875,40694.6875,748.1495361328125,40689.62890625,750.7080688476562,27
159,40906.65625,762.659423828125,40691.65234375,749.11083984375,40691.62890625,749.5050048828125,27
160,41004.796875,763.6358642578125,40691.66015625,749.5127563476562,40692.25,749.466552734375,27
161,41117.69921875,765.5427856445312,40692.1953125,749.888427734375,40692.84375,749.8858642578125,27
162,40692.84375,749.8858642578125,40692.1953125,749.888427734375,41328.7890625,773.6846923828125,28
163,40857.5859375,760.951904296875,40951.59375,756.6768798828125,40949.8828125,761.8583984375,28
164,41030.1484375,768.5335693359375,40949.0703125,757.7474975585938,40941.5390625,759.806884765625,28
165,41146.69140625,770.847900390625,40944.75390625,758.8160400390625,40944.640625,758.8497314453125,28
166,41221.5625,771.9310913085938,40944.8046875,759.1453857421875,40945.03125,759.1712646484375,28
167,41328.7890625,773.6846923828125,40945.0234375,759.46337890625,40945.6953125,759.485595703125,28
168,40945.6953125,759.485595703125,40945.0234375,759.46337890625,41680.71875,783.2621459960938,29
169,41150.68359375,770.3040161132812,41236.9296875,765.5968017578125,41248.4296875,771.980712890625,29
170,41359.796875,777.9176635742188,41240.6015625,767.0056762695312,41232.4375,769.84765625,29
171,41505.9609375,780.4366455078125,41235.6875,768.2313842773438,41235.5703125,768.7186889648438,29
172,41583.5234375,781.5513305664062,41235.7421875,768.5777587890625,41235.8359375,768.6132202148438,29
173,41680.71875,783.2621459960938,41235.9609375,768.8143920898438,41236.3515625,768.8362426757812,29
174,41236.3515625,768.8362426757812,41235.9609375,768.8143920898438,41957.61328125,792.0799560546875,30
175,41437.984375,779.257080078125,41517.5625,774.0946044921875,41525.75,781.1846923828125,30
176,41643.2265625,786.8411865234375,41518.4375,776.122802734375,41511.421875,778.6204833984375,30
177,41789.4140625,789.2666015625,41513.70703125,777.2372436523438,41513.95703125,777.3394775390625,30
178,41860.19921875,790.305908203125,41513.59375,777.4686279296875,41514.265625,777.4699096679688,30
179,41957.61328125,792.0799560546875,41513.84375,777.72607421875,41514.69921875,777.7484741210938,30
180,41514.69921875,777.7484741210938,41513.84375,777.72607421875,42248.71484375,801.009033203125,31
181,41722.04296875,788.279052734375,41805.78125,783.0833740234375,41812.40625,789.9998779296875,31
182,41930.3515625,795.798095703125,41805.05078125,784.7215576171875,41799.078125,787.442626953125,31
183,42073.8203125,798.4471435546875,41800.796875,786.0671997070312,41800.80078125,786.334716796875,31
184,42143.4296875,799.1683349609375,41800.5,786.3973388671875,41801.1796875,786.4517822265625,31
185,42248.71484375,801.009033203125,41800.796875,786.6923217773438,41801.484375,786.7120361328125,31
186,41801.484375,786.7120361328125,41800.796875,786.6923217773438,42574.29296875,809.3328857421875,32
187,42016.59375,797.2181396484375,42102.28125,791.89501953125,42124.8046875,798.5701293945312,32
188,42246.9296875,804.4668579101562,42109.7265625,793.1492919921875,42101.390625,796.5042724609375,32
189,42401.50390625,807.0323486328125,42103.796875,794.4730224609375,42104.76953125,794.9512939453125,32
190,42474.8359375,808.0496826171875,42103.91796875,794.9296875,42104.671875,794.8704833984375,32
191,42574.29296875,809.3328857421875,42104.41015625,795.206298828125,42104.828125,795.167724609375,32
192,42104.828125,795.167724609375,42104.41015625,795.206298828125,42807.671875,817.78515625,33
193,42320.703125,806.0696411132812,42384.03125,800.4199829101562,42393.9765625,807.218994140625,33
194,42526.27734375,813.218994140625,42385.55078125,801.8926391601562,42378.57421875,804.533203125,33
195,42651.546875,815.6549072265625,42381.0,802.9699096679688,42380.5546875,803.3070068359375,33
196,42719.1484375,816.3839721679688,42380.421875,803.2010498046875,42380.921875,803.2158813476562,33
197,42807.671875,817.78515625,42380.4296875,803.41064453125,42381.48046875,803.4317626953125,33
198,42381.48046875,803.4317626953125,42380.4296875,803.41064453125,43184.1796875,826.078857421875,34
199,42623.9453125,814.148193359375,42688.0546875,808.520263671875,42714.5859375,815.4570922851562,34
200,42865.57421875,821.4007568359375,42698.1953125,810.0479736328125,42688.640625,812.8728637695312,34
201,43011.48828125,823.8052368164062,42691.9609375,811.2020263671875,42691.828125,811.5734252929688,34
202,43084.17578125,824.6753540039062,42691.546875,811.4791259765625,42692.0390625,811.4540405273438,34
203,43184.1796875,826.078857421875,42691.47265625,811.6194458007812,42692.2890625,811.67578125,34
204,42692.2890625,811.67578125,42691.47265625,811.6194458007812,43456.078125,833.1513671875,35
205,42926.90625,821.8375244140625,42994.015625,816.3304443359375,43001.6953125,822.6856689453125,35
206,43144.9609375,828.797119140625,42993.6171875,818.4405517578125,42987.95703125,820.306640625,35
207,43289.671875,830.77783203125,42989.484375,819.420166015625,42989.4453125,819.5546875,35
208,43351.734375,831.5369262695312,42989.37890625,819.6031494140625,42989.5078125,819.6715698242188,35
209,43456.078125,833.1513671875,42989.4296875,819.808349609375,42989.703125,819.83154296875,35
210,42989.703125,819.83154296875,42989.4296875,819.808349609375,43813.59765625,841.1766357421875,36
211,43237.6328125,830.1829833984375,43306.109375,823.8515014648438,43332.62890625,830.8549194335938,36
212,43482.2265625,837.2669677734375,43315.7109375,825.2322998046875,43307.1875,828.149169921875,36
213,43648.90625,839.075439453125,43310.0625,826.516357421875,43310.0390625,826.669921875,36
214,43730.80078125,839.744140625,43310.1171875,826.8442993164062,43310.03125,826.8564453125,36
215,43813.59765625,841.1766357421875,43309.8984375,827.031005859375,43310.5390625,827.0140380859375,36
216,43310.5390625,827.0140380859375,43309.8984375,827.031005859375,44148.30078125,847.98193359375,37
217,43581.9765625,837.430908203125,43623.171875,830.4495849609375,43655.7421875,838.1275634765625,37
218,43827.71875,844.2855224609375,43635.9375,831.9729614257812,43624.734375,835.2291870117188,37
219,43981.1328125,846.2066040039062,43628.6953125,833.27001953125,43628.84375,833.246337890625,37
220,44043.734375,846.7937622070312,43628.484375,833.3958740234375,43628.80859375,833.370849609375,37
221,44148.30078125,847.98193359375,43628.3203125,833.5009765625,43629.1015625,833.51513671875,37
222,43629.1015625,833.51513671875,43628.3203125,833.5009765625,44425.96875,853.83349609375,38
223,43893.234375,843.1965942382812,43916.3046875,836.8502197265625,43964.19921875,844.2520751953125,38
224,44140.4609375,850.2373046875,43936.9765625,838.091552734375,43923.7734375,841.2081298828125,38
225,44268.73046875,852.5543823242188,43928.4140625,839.09814453125,43928.9375,839.4035034179688,38
226,44333.8984375,853.0824584960938,43928.28515625,839.389404296875,43928.7890625,839.3760986328125,38
227,44425.96875,853.83349609375,43928.23828125,839.5589599609375,43928.8828125,839.5457153320312,38
228,43928.8828125,839.5457153320312,43928.23828125,839.5589599609375,44775.296875,860.9149780273438,39
229,44181.01953125,850.0349731445312,44244.9375,843.5606689453125,44289.8125,850.9423828125,39
230,44439.8671875,856.9437255859375,44263.9609375,845.0257568359375,44252.6328125,847.884521484375,39
231,44606.44140625,859.4190063476562,44256.609375,845.9012451171875,44256.43359375,846.312255859375,39
232,44699.5234375,859.918212890625,44256.02734375,846.14013671875,44256.515625,846.086669921875,39
233,44775.296875,860.9149780273438,44256.0234375,846.2866821289062,44256.44140625,846.2899169921875,39
234,44256.44140625,846.2899169921875,44256.0234375,846.2866821289062,45041.66015625,866.8662109375,40
235,44520.3984375,856.58154296875,44555.1484375,850.2989501953125,44576.546875,857.2017822265625,40
236,44778.671875,863.5907592773438,44560.3125,852.2881469726562,44552.1328125,854.86572265625,40
237,44921.7265625,865.59423828125,44554.5390625,853.2548828125,44554.48046875,853.3934326171875,40
238,44971.36328125,866.07080078125,44553.90625,853.5355834960938,44554.703125,853.515625,40
239,45041.66015625,866.8662109375,44554.08203125,853.7102661132812,44554.59375,853.7205810546875,40
240,44554.59375,853.7205810546875,44554.08203125,853.7102661132812,45262.6484375,872.017578125,41
241,44776.015625,862.455810546875,44824.96875,857.6863403320312,44842.0078125,862.8402709960938,41
242,45004.078125,868.3785400390625,44831.0859375,859.5408935546875,44820.66015625,861.1221923828125,41
243,45126.72265625,870.533203125,44824.0625,860.4533081054688,44824.5859375,860.5581665039062,41
244,45186.4921875,871.1681518554688,44824.13671875,860.7531127929688,44824.2578125,860.7989501953125,41
245,45262.6484375,872.017578125,44824.05859375,860.999755859375,44824.36328125,860.9974365234375,41
246,44824.36328125,860.9974365234375,44824.05859375,860.999755859375,45612.0859375,878.916748046875,42
247,45031.01171875,869.3213500976562,45125.3671875,864.945556640625,45147.49609375,869.8193969726562,42
248,45254.53125,875.2039184570312,45131.06640625,866.8155517578125,45125.70703125,868.0333862304688,42
249,45443.62109375,877.1519775390625,45126.328125,867.3755493164062,45126.765625,867.5458984375,42
250,45546.9453125,878.0201416015625,45126.1171875,867.5869750976562,45126.4609375,867.586669921875,42
251,45612.0859375,878.916748046875,45125.8671875,867.7872314453125,45126.578125,867.7863159179688,42
252,45126.578125,867.7863159179688,45125.8671875,867.7872314453125,45896.4140625,886.2898559570312,43
253,45358.71875,876.93017578125,45411.69140625,872.0328369140625,45441.91015625,877.298828125,43
254,45599.4375,883.3265380859375,45421.8046875,873.373291015625,45413.2734375,875.500732421875,43
255,45736.3828125,885.0030517578125,45415.73828125,874.2135009765625,45415.65234375,874.384033203125,43
256,45805.84375,885.3834228515625,45415.3203125,874.4172973632812,45415.640625,874.36376953125,43
257,45896.4140625,886.2898559570312,45415.15625,874.5540771484375,45415.58984375,874.5182495117188,43
258,45415.58984375,874.5182495117188,45415.15625,874.5540771484375,46190.53125,894.0269165039062,44
259,45664.69921875,884.38623046875,45702.77734375,878.5859985351562,45737.15234375,885.1068725585938,44
260,45900.8046875,890.7398071289062,45714.54296875,880.216796875,45705.5078125,882.4551391601562,44
261,46050.5390625,892.7677001953125,45707.5859375,881.0069580078125,45708.234375,881.330078125,44
262,46110.91796875,893.028076171875,45707.2890625,881.1723022460938,45707.85546875,881.2109375,44
263,46190.53125,894.0269165039062,45707.21484375,881.3890380859375,45707.7890625,881.3594970703125,44
264,45707.7890625,881.3594970703125,45707.21484375,881.3890380859375,46535.078125,900.5748291015625,45
265,45963.0078125,890.9684448242188,46019.9375,885.4151611328125,46057.8984375,891.455078125,45
266,46206.28125,897.6685791015625,46032.3046875,886.4974975585938,46026.68359375,889.0411376953125,45
267,46365.671875,899.3594970703125,46027.828125,887.49462890625,46027.63671875,887.6151123046875,45
268,46433.00390625,899.7500610351562,46027.16015625,887.6387939453125,46027.6953125,887.6602172851562,45
269,46535.078125,900.5748291015625,46026.828125,887.7864990234375,46027.71875,887.76416015625,45
270,46027.71875,887.76416015625,46026.828125,887.7864990234375,46814.15234375,908.5845336914062,46
271,46286.8984375,898.3089599609375,46313.9375,891.377197265625,46363.4453125,899.4258422851562,46
272,46517.5,905.4661865234375,46334.8046875,893.0897216796875,46324.015625,896.0350952148438,46
273,46652.5546875,907.60400390625,46327.41015625,894.1043701171875,46327.8515625,894.205810546875,46
274,46714.984375,907.701171875,46326.9765625,894.13037109375,46327.48828125,894.152099609375,46
275,46814.15234375,908.5845336914062,46326.890625,894.309326171875,46327.3671875,894.2687377929688,46
276,46327.3671875,894.2687377929688,46326.890625,894.309326171875,47131.6640625,914.8530883789062,47
277,46586.69921875,904.2879028320312,46627.27734375,898.3788452148438,46668.59765625,905.6033935546875,47
278,46834.96484375,911.2303466796875,46642.2421875,899.8036499023438,46634.3203125,902.5654296875,47
279,46974.62890625,913.4951171875,46636.09375,900.609375,46636.76171875,900.875732421875,47
280,47043.140625,913.9412841796875,46636.109375,900.8359375,46636.1953125,900.8193969726562,47
281,47131.6640625,914.8530883789062,46635.60546875,900.8878173828125,46636.1796875,900.95458984375,47
282,46636.1796875,900.95458984375,46635.60546875,900.8878173828125,47453.25,921.232666015625,48
283,46907.2890625,911.2576904296875,46936.80078125,904.5042724609375,46985.05859375,912.3893432617188,48
284,47160.36328125,918.444580078125,46955.625,905.81103515625,46946.8125,908.7314453125,48
285,47315.4375,920.5431518554688,46949.0,906.4840087890625,46949.4921875,906.656494140625,48
286,47374.30078125,920.596435546875,46948.59765625,906.5206298828125,46949.11328125,906.5401000976562,48
287,47453.25,921.232666015625,46948.41015625,906.5560913085938,46948.890625,906.5653076171875,48
288,46948.890625,906.5653076171875,46948.41015625,906.5560913085938,47724.5,926.8103637695312,49
289,47216.58203125,916.8895874023438,47224.9453125,910.2752685546875,47278.109375,918.01904296875,49
290,47453.76171875,923.57666015625,47246.1640625,911.53662109375,47236.203125,914.3597412109375,49
291,47590.5625,925.5340576171875,47239.46875,912.301025390625,47239.1640625,912.437744140625,49
292,47650.8125,925.9599609375,47238.5,912.3997192382812,47239.43359375,912.3484497070312,49
293,47724.5,926.8103637695312,47238.5546875,912.4812622070312,47239.1015625,912.537841796875,49
294,47239.1015625,912.537841796875,47238.5546875,912.4812622070312,47996.76171875,930.7460327148438,50
295,47509.40625,922.1175537109375,47509.359375,915.4110107421875,47549.1015625,922.5452880859375,50
296,47736.5234375,928.4801025390625,47522.80859375,916.50537109375,47515.15625,919.167236328125,50
297,47853.0546875,930.2513427734375,47517.6171875,917.5037841796875,47517.1328125,917.4174194335938,50
298,47913.88671875,930.4571533203125,47516.8359375,917.4931030273438,47517.203125,917.5106201171875,50
