,weight_diff_layer1,weight_diff_layer2,merge_iter
0,177.36740112304688,2.478825092315674,1
1,169.3115234375,2.4024546146392822,2
2,164.161376953125,2.442751407623291,3
3,161.48873901367188,2.4732770919799805,4
4,159.11134338378906,2.463134765625,5
5,156.95114135742188,2.450448513031006,6
6,155.5659942626953,2.404390811920166,7
7,154.55154418945312,2.415055513381958,8
8,153.7489776611328,2.417466640472412,9
9,152.17642211914062,2.381702423095703,10
10,152.1676788330078,2.429157018661499,11
11,150.81234741210938,2.4014973640441895,12
12,150.18618774414062,2.3869740962982178,13
13,149.93621826171875,2.4192001819610596,14
14,149.36236572265625,2.380077838897705,15
15,148.80670166015625,2.3583340644836426,16
16,148.02603149414062,2.361920118331909,17
17,148.27468872070312,2.3760433197021484,18
18,147.427001953125,2.3880233764648438,19
19,147.55384826660156,2.349390745162964,20
20,147.18528747558594,2.3794021606445312,21
21,146.96633911132812,2.389089584350586,22
22,146.64369201660156,2.3660664558410645,23
23,145.78515625,2.312000274658203,24
24,146.08737182617188,2.297971248626709,25
25,146.02426147460938,2.315524101257324,26
26,145.40438842773438,2.3224716186523438,27
27,144.388427734375,2.3194849491119385,28
28,144.37599182128906,2.306241512298584,29
29,144.84466552734375,2.281365394592285,30
30,144.6233367919922,2.2917404174804688,31
31,143.74148559570312,2.2905702590942383,32
32,144.5457763671875,2.307154655456543,33
33,144.22158813476562,2.2610087394714355,34
34,144.14517211914062,2.273334503173828,35
35,143.7943878173828,2.2098684310913086,36
36,143.26336669921875,2.2980268001556396,37
37,143.0113983154297,2.2765300273895264,38
38,142.83444213867188,2.2597570419311523,39
39,142.02825927734375,2.228893756866455,40
40,141.6612548828125,2.245922088623047,41
41,141.90505981445312,2.266691207885742,42
42,141.0643768310547,2.2386879920959473,43
43,141.32742309570312,2.3453660011291504,44
44,140.7829132080078,2.2226626873016357,45
45,140.6826629638672,2.2223963737487793,46
46,140.2723388671875,2.240015983581543,47
47,140.06907653808594,2.195042133331299,48
48,139.76699829101562,2.227451801300049,49
49,140.55348205566406,2.2222182750701904,50
50,139.44631958007812,2.2617831230163574,51
51,138.57925415039062,2.191361427307129,52
52,139.32810974121094,2.242094039916992,53
53,138.77027893066406,2.333348274230957,54
54,138.71859741210938,2.152301549911499,55
55,138.03466796875,2.2163753509521484,56
56,138.65321350097656,2.3595643043518066,57
57,138.24551391601562,2.205089569091797,58
58,138.1556396484375,2.1548757553100586,59
59,138.13833618164062,2.275062322616577,60
60,138.4663848876953,2.5090065002441406,61
61,137.4540252685547,2.2366840839385986,62
62,137.9169921875,2.186776638031006,63
63,136.70004272460938,2.3011739253997803,64
64,137.056396484375,2.234117031097412,65
65,136.93348693847656,2.308523178100586,66
66,135.93051147460938,2.2077577114105225,67
67,135.7687530517578,2.2902884483337402,68
68,134.3360595703125,2.195711135864258,69
69,134.32196044921875,2.1498517990112305,70
