,client_list,iter_list,train_losses,train_ce_losses,test_losses,test_accuracy_list
0,1,0,1.7601517196460439,0.844540004379762,3.887011470031738,32.03
1,2,0,1.3873573644172468,0.4816163658372959,3.86800818862915,43.08
2,3,0,1.3635210829534194,0.3228060505448704,5.4984733139038084,42.11
3,4,0,1.6345225216038637,0.4479488354589489,3.957281652832031,27.63
4,5,0,1.9645329938710498,0.8063596364401986,1.7874151638031006,54.03
5,6,0,1.352746090606396,0.3861791753931664,2.6418317672729494,38.6
6,7,0,2.2752521799694096,0.7449473677482523,1.2618352333068847,62.32
7,8,0,1.1296694404515788,0.17344888178023263,1.2852987743377686,65.93
8,9,0,0.9448947036182251,0.13631599251086143,2.539963974761963,48.52
9,10,0,1.440073676039428,0.3068308209889099,0.8921522529602051,71.26
10,1,1,1.2099931634352312,0.5423163262827305,1.8782787940979004,44.02
11,2,1,1.0299736903593457,0.3750190012058247,2.1221705924987795,49.17
12,3,1,0.9703188910734282,0.2584624517889472,3.4378903144836426,45.5
13,4,1,1.102150739654159,0.29768513835706123,2.831686334991455,40.54
14,5,1,1.4176400977604209,0.6210925123096158,1.2081928287506103,62.01
15,6,1,1.010622291434747,0.35039604786497963,1.8411303314208984,46.31
16,7,1,1.376186287326087,0.6161821123001306,1.0421839393615722,69.52
17,8,1,0.7776980465980031,0.14484585653148105,1.2389671073913575,66.6
18,9,1,0.7092298310800199,0.11303940283536248,1.8188286773681641,59.65
19,10,1,0.9565523347564319,0.2801904497716446,0.7900598344802856,74.34
20,1,2,1.1813102628315248,0.4991648515709016,1.439691900253296,50.98
21,2,2,0.962115526788293,0.3409038077786401,1.6376883392333985,56.72
22,3,2,0.889326311375973,0.19828144081713114,3.1454422966003417,48.56
23,4,2,0.9725349041013096,0.22599274022958893,2.2365591312408446,44.56
24,5,2,1.3249406729886768,0.5469669334191845,0.9353792251586914,67.96
25,6,2,0.9647502999774721,0.31064304571657714,1.6114393749237061,49.9
26,7,2,1.30519056628269,0.5596461467236302,0.784588980293274,72.82
27,8,2,0.7681973408814051,0.1296768208975019,0.9950271013259888,72.94
28,9,2,0.6988436258050666,0.10110651084973685,1.797099667739868,61.35
29,10,2,0.930634619230079,0.25532854084500867,0.7520172180175781,76.07
30,1,3,1.1279732886224993,0.45827413577968107,1.3584823566436768,53.99
31,2,3,0.9489776929148176,0.3225557722189762,1.4755274322509766,60.66
32,3,3,0.8579591673260583,0.17439372572051665,2.633151441192627,52.49
33,4,3,0.9160807810829897,0.20142650055020958,1.8823293270111083,46.18
34,5,3,1.2303563440829768,0.4931802511060292,0.7613868417739869,72.8
35,6,3,0.9485750970654039,0.2900097370887446,1.4779819858551024,53.82
36,7,3,1.2354340371859647,0.49651652655837697,0.8807866641998291,73.31
37,8,3,0.7656102240385123,0.12129499569497815,1.0536107872009277,71.37
38,9,3,0.6982393831390427,0.09608723685307798,1.6562185455322265,63.66
39,10,3,0.9189251741669493,0.23385719779916653,0.6634762453079224,78.18
40,1,4,1.0894575044767985,0.4287060911653198,1.2285304500579834,58.16
41,2,4,0.939607267510401,0.3040965256090248,1.45654528465271,61.23
42,3,4,0.8369430764748232,0.15486901462839467,2.688840074157715,55.24
43,4,4,0.8851638739614277,0.18467381101360494,1.7390880516052245,49.18
44,5,4,1.2630890508944632,0.48474631279558494,0.7934151121139527,70.99
45,6,4,0.9432358216544023,0.28321518810720797,1.4250664649963378,54.13
46,7,4,1.2291777228076768,0.48221924556559653,0.7861657815933227,73.97
47,8,4,0.7602912618886286,0.11811957556997711,0.9813075298309326,73.78
48,9,4,0.6964652888360607,0.09025853089502567,1.5883473308563232,64.5
49,10,4,0.8981432788939191,0.21783512767568114,0.6927004009246827,77.54
50,1,5,1.0783307673366076,0.4121138967111897,1.2252520843505859,58.97
51,2,5,0.9324146121265163,0.29650936080128215,1.4101014617919923,61.55
52,3,5,0.8316935401288736,0.14832979306212782,2.3731214797973634,55.85
