,client_list,iter_list,train_losses,train_ce_losses,test_losses,test_accuracy_list
0,6,0,0.6362939649851534,0.0009114808437087773,6.444887142944336,9.8
1,8,0,0.9548857962419539,0.2747859935167477,2.088289469528198,60.07
2,12,0,0.7397332591132687,0.07666146264720057,2.3252770988464357,42.93
3,9,0,0.699866923014323,0.03938288935025533,2.548888973236084,44.87
4,18,0,0.8733000470957625,0.16262732815305028,0.6827531720161438,75.23
5,2,0,0.7212684319546092,0.056787479578459095,2.045346368408203,52.94
6,17,0,0.7195073588628857,0.04919334632357716,1.875165280532837,55.46
7,19,0,0.7246092417772925,0.0707908689472344,1.5580898359298707,66.18
8,3,0,0.7265899819793932,0.03301998430349222,0.8442863313674926,75.19
9,13,0,0.6900721049551024,0.016312789659115652,1.0181166018486023,71.1
10,15,0,0.7116108509013707,0.05610522419676025,0.8244163274765015,76.33
11,10,0,0.7963955514688327,0.07260152955245744,0.7753936503410339,77.04
12,16,0,0.6914849687916363,0.04104527135568461,1.606260143661499,61.38
13,1,0,0.726811636425928,0.04996722992372736,0.8046884180068969,74.86
14,11,0,0.7168798824288724,0.013889751368390173,0.6497128059864045,77.73
15,5,0,0.6723844181407582,0.011759060875258662,1.6743461868286134,64.4
16,14,0,0.7190473169016649,0.03801768294885503,0.7135074486732483,77.32
17,0,0,0.6928571350970351,0.0301619435073267,0.6910409397125244,76.95
18,7,0,0.7161930171145668,0.01670764557922943,0.48094247510433197,84.45
19,4,0,0.7349573963820332,0.019291566026331197,0.8828044226169586,74.71
20,15,1,0.6659352608318124,0.024104456381519306,0.5708574894905091,81.69
21,11,1,0.68918856819196,0.0051186337252220665,0.4995660101890564,83.52
22,1,1,0.6834391209787739,0.021463523736458743,0.7022861465930939,77.96
23,10,1,0.7245386700297511,0.017365618198488038,0.5791990444660187,83.38
24,19,1,0.6626121083015558,0.020640839387009443,0.8119404147148133,80.21
25,16,1,0.644521295756819,0.01104085943811721,1.174983428478241,74.67
26,18,1,0.7194911646186759,0.02084092013196114,0.2106295859515667,93.68
27,2,1,0.6569543163742904,0.009934641300946817,0.8171075555324554,74.75
28,0,1,0.6657310399015687,0.013250139370443245,0.6281994536876678,80.86
29,14,1,0.679770795206468,0.013271563648972654,0.47137236325740817,85.02
30,5,1,0.6496721332723444,0.0024571327238597654,1.2860812412261964,71.19
31,4,1,0.7052663841632881,0.0061642395125495065,0.7501078424930573,78.64
32,12,1,0.6597315582768359,0.0062774259010054505,0.9760608825683593,75.27
33,9,1,0.6529715983072917,0.0017110354204972584,0.8802631841659546,78.24
34,17,1,0.6648852192726411,0.005790816911050639,0.8761552526473999,75.16
35,13,1,0.6663245642157861,0.0035343164305185262,0.5847433403968811,82.11
36,3,1,0.6840377322844766,0.004511123120153546,0.35788408414125444,88.48
37,6,1,0.6058528670465759,0.00014763373042900524,0.6115945868492126,83.79
38,7,1,0.6898712022998665,0.005157403176343894,0.3135984728515148,90.51
39,8,1,0.7068872657524148,0.03368849386721093,0.29432460621595385,90.34
40,5,2,0.6345227989283475,0.001440346956422383,0.9791805933952331,76.12
41,1,2,0.6610602873838497,0.010530805833632738,0.579402527141571,81.94
42,14,2,0.6586925549866122,0.0069574211810863726,0.3471282086491585,89.76
43,11,2,0.6678270954968868,0.0020314021578080846,0.3394038858652115,88.6
44,12,2,0.6423194365543551,0.002776034873493268,0.7513116239547729,78.55
45,10,2,0.6899399595311801,0.005997818640889194,0.3640143082380295,89.14
46,2,2,0.6366502627863586,0.003776740068676828,0.5951851577520371,81.64
47,4,2,0.6785228348741628,0.002679967904708,0.6103951692581177,83.49
48,7,2,0.6702128697648833,0.00286506271060509,0.2981368877410889,91.43
49,17,2,0.644995679852057,0.0027536996076459844,0.6638499594211579,81.06
50,9,2,0.6363044153849284,0.000771124541759491,0.7364162238359452,80.76
51,8,2,0.6754162190529296,0.014952971708729182,0.23908397321999073,92.58
52,13,2,0.6480742260418108,0.0015529963993432287,0.3756862968444824,89.0
53,15,2,0.6372541157082522,0.008030372881136293,0.40178117783665657,88.0
54,18,2,0.6861388442713187,0.007971097287986803,0.1699096192777157,95.12
55,16,2,0.625673022478369,0.004412482457287892,0.6972846513748169,81.17
56,6,2,0.6111401772623911,8.99720878501213e-05,0.5933759015023709,85.25
57,0,2,0.6449975435887546,0.006120773087203207,0.48057593092918394,86.14
58,19,2,0.6353882839896858,0.006686340606775874,0.6209866473078728,84.4
59,3,2,0.663018706105781,0.0017929276506887563,0.37983039771318433,88.76
60,6,3,0.6132822840625703,0.00010112871986409132,0.4369994600355625,88.32
61,14,3,0.6482002432709422,0.004216326726552505,0.27668106619715693,91.85
62,12,3,0.6334942716245643,0.0016594740543122773,0.6832524652004242,80.57
63,8,3,0.6579505979712239,0.0077784529220558665,0.21037316273152828,93.38
64,18,3,0.6692583757802981,0.004000696387791306,0.14779558105319737,95.7
65,11,3,0.6583794954061358,0.0011707168613343327,0.2668221086740494,91.14
66,0,3,0.6347302764367181,0.0030117362285446486,0.3068494898766279,90.97
67,10,3,0.6748886790812976,0.0032585645688738792,0.29202958090901376,91.2
68,4,3,0.6666002947874744,0.0018624799476578981,0.4098631734728813,88.29
69,16,3,0.616479662378094,0.0022570889018345298,0.6385298774957657,82.4
70,1,3,0.6475777355288376,0.005104346710967078,0.44147531410455704,87.85
71,2,3,0.6281358925927797,0.0017822791942386945,0.4391477816104889,86.43
72,7,3,0.6604390610320658,0.0018854433222662045,0.24554385111778976,93.05
73,9,3,0.630341905593872,0.00035443394010265666,0.6209800819456577,84.86
74,3,3,0.6538635654035867,0.0011428173103539318,0.28361000875532627,91.87
75,15,3,0.6253015852372326,0.003933142314757152,0.3477494060397148,89.57
76,17,3,0.6361085537097585,0.0015030004580130285,0.5250458750724792,85.41
77,5,3,0.6284894358028065,0.0008902841723862697,0.7887660832881928,80.33
78,19,3,0.6235965719181662,0.0032956976102547298,0.5142256241202354,86.75
79,13,3,0.6407856505177366,0.0010464476859206179,0.3949941448926926,88.86
80,2,4,0.6234795820058382,0.0011795536187949613,0.5856827566027641,83.38
81,16,4,0.6120703933385867,0.0016688859034732428,0.6524126970052719,83.53
82,18,4,0.6620305240701098,0.002737472017526353,0.14820986483357848,95.69
83,9,4,0.6265109869639078,0.0003666008934378624,0.40896494065746664,89.35
84,5,4,0.6253164378079501,0.0005951363635672765,0.6267380036354065,83.41
85,14,4,0.6419515763824033,0.002390821679181846,0.253055622664094,92.7
86,10,4,0.6658229134092746,0.002338877708590592,0.26589380193650725,92.27
87,13,4,0.6367897051195753,0.0007253034740578968,0.2442762092784047,93.12
88,1,4,0.6400453405692407,0.0032863425739164264,0.38607553814053536,89.39
89,17,4,0.6318859220085657,0.0010047484100605135,0.5087030004143714,85.96
90,11,4,0.6536621726735593,0.00080212857983983,0.2569516840606928,92.75
91,15,4,0.6193896997244906,0.002761225794864923,0.32699775239825246,90.65
92,4,4,0.6608626144100921,0.0011316808834295681,0.4027600866019726,88.82
93,19,4,0.6164833274341506,0.00197959500642379,0.4917790206670761,87.08
94,12,4,0.630961798051987,0.001046534573743889,0.5665943079948426,85.45
95,0,4,0.6299725792169362,0.0020452452546867715,0.3004333446532488,91.54
96,3,4,0.6499336827480606,0.0008331876298843823,0.23986457038521766,93.25
97,8,4,0.6486216777472327,0.0046400001040910405,0.18907350991666316,94.52
98,6,4,0.6141259483017847,6.931326620241735e-05,0.3280539775595069,91.93
99,7,4,0.6534209181387213,0.0010377982183347775,0.21851821721643208,94.19
100,15,5,0.6152372548918332,0.0017911404744234641,0.29487395137548444,91.58
101,3,5,0.6465843506551907,0.0005649660577301539,0.2871135066486895,91.93
102,6,5,0.6139770517798618,7.34058447689286e-05,0.3120746324837208,92.38
103,4,5,0.6577817647144047,0.0008517982711018335,0.36838927986323833,89.95
104,1,5,0.6357229885134446,0.0023771357239188557,0.3610059211999178,90.2
105,5,5,0.6239541492678903,0.0005549516137266023,0.6172743228435517,84.4
106,14,5,0.6385615687470291,0.0015933190531011872,0.19972116486653685,94.43
107,11,5,0.650340616740497,0.0006274699551327884,0.2034993872642517,94.1
108,12,5,0.6279121743074025,0.000781825158026334,0.5146350261092186,86.65
109,2,5,0.6209039096174569,0.0009561396250322861,0.36733912489414217,89.39
110,13,5,0.634360992646694,0.00048064256177910504,0.25916232409477236,92.86
111,17,5,0.6291920016164737,0.0007616345375190319,0.5006535542964935,86.7
112,18,5,0.6563220789673132,0.0020829213381565494,0.14016246374007316,96.26
113,0,5,0.626507790540167,0.001354268283251948,0.2210691537797451,94.05
114,8,5,0.6426741193393766,0.003066363727300414,0.1643957985587418,95.35
115,19,5,0.6125908385561744,0.0013917643452287264,0.4260131995737553,88.85
116,7,5,0.6508910572679737,0.000872860464114177,0.22002431386187674,94.1
117,16,5,0.6090727276531641,0.001052310516254506,0.4866002513885498,87.26
118,9,5,0.6249177271525065,0.00022050513016680877,0.6320466192245483,84.98
119,10,5,0.6618682460978262,0.0015813959723579506,0.22471583143770696,93.66
120,0,6,0.6244616651799403,0.0010348996003480427,0.23451797268539668,93.46
121,14,6,0.6360710946584985,0.0011095540631970986,0.19959938804097474,94.81
122,18,6,0.6515857210946739,0.0014476569640715052,0.13952171487286688,96.3
123,7,6,0.6481647240361081,0.0006851669070841391,0.17526947639659046,95.36
124,1,6,0.632353979504419,0.0017293057763425206,0.34772765533924105,90.82
