,client_list,iter_list,train_losses,train_ce_losses,test_losses,test_accuracy_list
0,11,0,10.676396128957553,0.5245480719117205,4.582771084594727,16.28
1,5,0,10.511572634530939,0.5799114197611248,4.317820510864258,17.89
2,17,0,10.340590050207318,0.8679567575454712,3.8483142623901365,23.97
3,19,0,10.726376371563605,1.1430747464018047,2.7871914901733397,26.18
4,9,0,10.042479630072867,0.9972242118933865,3.2572763107299805,28.09
5,0,0,9.410034635007989,0.7548765317147823,4.034567620849609,19.1
6,16,0,9.640951765588968,0.9495325426021254,2.812757396697998,34.75
7,1,0,8.867330528708065,0.4447848787494734,3.38369963684082,18.47
8,15,0,8.804278440696857,0.5372274159474335,4.152893771362304,27.46
9,6,0,8.555837189999217,0.46096442552067396,3.3876070709228516,27.49
10,10,0,9.247946156131839,0.7379907080287187,2.9911124298095704,30.67
11,13,0,8.21490465750579,0.303920427649492,4.186923078155518,23.91
12,14,0,8.583396241451801,0.46274492545835716,3.7368724700927736,30.33
13,12,0,8.837774032201523,0.7440500570621802,2.5525706672668456,40.84
14,7,0,8.649899886077138,0.6975857626521573,4.137591790771484,24.1
15,3,0,9.304515152909577,0.5929820225500936,3.641934550476074,21.48
16,8,0,8.829367514526577,0.7053523794098688,2.2268429649353028,38.61
17,2,0,8.418943140628564,0.4283611526454452,4.307461245727539,28.0
18,18,0,8.747654772069229,0.6554718662762598,2.8193946769714358,35.33
19,4,0,8.076904558748181,0.1657428881744282,5.0566086578369145,20.72
20,15,1,7.661521407179786,0.4035752230169771,4.293741328430176,31.09
21,16,1,8.174255417053958,0.7658418373889234,2.5120296875,39.89
22,14,1,7.716790003569866,0.3198291885016017,3.2105982666015627,37.27
23,0,1,7.723080986278373,0.5577144962904929,3.0294594299316406,29.57
24,18,1,7.986229521069201,0.5127543905966824,2.8586519073486327,38.66
25,8,1,8.03032294320978,0.5628211174076888,2.1770121326446534,44.24
26,5,1,7.2758970091492206,0.3018848285958079,3.025438279724121,35.39
27,17,1,7.462362120823307,0.44635495296499345,2.433937804412842,39.98
28,3,1,8.155862378824443,0.5583662995077137,2.849546978759766,27.92
29,4,1,7.350303853321689,0.10925022144826176,5.654313748168946,19.37
30,13,1,7.3269940260313575,0.18521189091274692,3.393273518371582,29.25
31,19,1,7.982479335377051,0.5512197722429,1.8792065689086914,49.83
32,10,1,8.07038545981845,0.44143974195595737,2.1647605270385744,49.62
