,model1_fc1,model1_fc2,model2_fc1,model2_fc2,model2_wa1,model2_wa2
146,41206.046875,777.11669921875,41037.6484375,767.485107421875,41033.0546875,768.8448486328125
147,41309.01953125,779.5673828125,41036.0390625,768.6181640625,41036.0078125,768.6128540039062
148,41385.359375,780.2684936523438,41037.0390625,769.2724609375,41037.42578125,769.262939453125
149,41468.53515625,781.67822265625,41038.5234375,770.011474609375,41038.984375,770.0372314453125
150,41038.984375,770.0372314453125,41038.5234375,770.011474609375,41787.171875,789.276611328125
151,41281.54296875,777.2487182617188,41334.9296875,771.6182861328125,41340.16796875,779.8558349609375
152,41508.62890625,784.943115234375,41333.74609375,774.2666625976562,41330.109375,776.4398193359375
153,41634.8984375,787.4766845703125,41332.609375,775.672119140625,41332.37890625,775.737548828125
154,41708.1953125,788.4119262695312,41333.2421875,776.2787475585938,41333.80859375,776.27294921875
155,41787.171875,789.276611328125,41334.80078125,777.109375,41335.25390625,777.10107421875
156,41335.25390625,777.10107421875,41334.80078125,777.109375,42133.765625,796.6820068359375
157,41600.76171875,784.4334716796875,41649.3515625,778.5303955078125,41664.4375,787.1712036132812
158,41831.5078125,791.922607421875,41654.2109375,781.40576171875,41647.8828125,784.0668334960938
159,41944.9765625,794.6087646484375,41651.59375,782.9761962890625,41651.3046875,783.04345703125
160,42034.84375,795.3988037109375,41652.4296875,783.6031494140625,41652.77734375,783.6699829101562
161,42133.765625,796.6820068359375,41654.03515625,784.4046630859375,41654.515625,784.4207153320312
162,41654.515625,784.4207153320312,41654.03515625,784.4046630859375,42367.78125,803.084228515625
163,41894.109375,791.224853515625,41935.8984375,786.6427001953125,41945.37109375,793.7680053710938
164,42108.98828125,798.839599609375,41937.27734375,789.2568359375,41932.71875,791.1981201171875
165,42220.046875,800.9447021484375,41935.234375,790.5531005859375,41935.2421875,790.5999755859375
166,42282.69921875,801.6383056640625,41935.84765625,791.1466674804688,41936.328125,791.1201782226562
167,42367.78125,803.084228515625,41937.359375,791.9332885742188,41937.6015625,791.9663696289062
168,41937.6015625,791.9663696289062,41937.359375,791.9332885742188,42738.01953125,810.6806640625
169,42209.828125,799.0953369140625,42248.3828125,793.7657470703125,42273.7109375,801.2568969726562
170,42451.11328125,806.953369140625,42258.15625,796.768798828125,42253.09375,798.6901245117188
171,42577.796875,808.8563842773438,42255.7265625,798.1395263671875,42255.4140625,798.177734375
172,42647.578125,809.6851196289062,42256.265625,798.734130859375,42256.3359375,798.7171630859375
173,42738.01953125,810.6806640625,42257.75,799.3111572265625,42257.9296875,799.3011474609375
174,42257.9296875,799.3011474609375,42257.75,799.3111572265625,42967.37109375,816.3017578125
175,42506.88671875,805.5984497070312,42524.2578125,800.15625,42543.51171875,807.8297119140625
176,42729.6328125,812.687255859375,42530.6171875,802.873291015625,42524.4765625,804.9735107421875
177,42842.33984375,814.8002319335938,42527.8203125,804.34130859375,42527.625,804.4232177734375
178,42891.921875,815.1827392578125,42528.390625,804.9771728515625,42528.859375,804.9892578125
179,42967.37109375,816.3017578125,42529.921875,805.85498046875,42530.31640625,805.8572998046875
180,42530.31640625,805.8572998046875,42529.921875,805.85498046875,43212.0859375,823.7493896484375
181,42756.4296875,812.982421875,42787.515625,807.11474609375,42809.96875,815.1500854492188
182,42957.6640625,820.0723266601562,42797.11328125,809.898193359375,42788.9609375,812.1694946289062
183,43076.5234375,822.18115234375,42793.4609375,811.1524658203125,42792.953125,811.11962890625
184,43133.3984375,822.7098388671875,42793.921875,811.6549682617188,42794.1796875,811.69287109375
185,43212.0859375,823.7493896484375,42795.0625,812.21923828125,42795.55859375,812.2376708984375
186,42795.55859375,812.2376708984375,42795.0625,812.21923828125,43598.1015625,831.8450927734375
187,43062.1328125,820.2847900390625,43101.84765625,814.1221313476562,43132.22265625,822.744384765625
188,43307.28125,827.8934936523438,43112.76171875,816.753173828125,43106.9296875,819.1758422851562
189,43438.31640625,830.203125,43109.8203125,817.9342651367188,43109.64453125,817.842529296875
190,43497.4921875,830.8200073242188,43110.4296875,818.46044921875,43110.640625,818.5224609375
191,43598.1015625,831.8450927734375,43111.5703125,819.2620849609375,43112.0390625,819.2445068359375
192,43112.0390625,819.2445068359375,43111.5703125,819.2620849609375,43839.484375,837.3401489257812
193,43363.5859375,826.407470703125,43389.1640625,820.844970703125,43414.93359375,829.1844482421875
194,43585.91015625,833.2298583984375,43397.1953125,823.8565673828125,43393.515625,825.86474609375
195,43699.55859375,835.598388671875,43395.109375,825.15869140625,43395.3828125,824.9332275390625
196,43763.9453125,836.4796142578125,43395.546875,825.6762084960938,43395.6171875,825.6923217773438
197,43839.484375,837.3401489257812,43396.5546875,826.38330078125,43396.7421875,826.3613891601562
198,43396.7421875,826.3613891601562,43396.5546875,826.38330078125,44125.3671875,843.6464233398438
199,43655.3046875,833.2158813476562,43662.85546875,827.5869140625,43705.30859375,835.7908935546875
200,43881.390625,839.4825439453125,43681.0625,830.6407470703125,43671.75390625,832.624267578125
201,43999.734375,841.6595458984375,43676.08984375,831.876708984375,43676.2109375,832.0941162109375
202,44054.6796875,842.4688720703125,43676.5390625,832.3494873046875,43676.92578125,832.3196411132812
203,44125.3671875,843.6464233398438,43677.4765625,832.9691772460938,43678.15234375,832.961181640625
204,43678.15234375,832.961181640625,43677.4765625,832.9691772460938,44420.4296875,850.936767578125
205,43944.296875,839.778564453125,43952.1796875,834.0831909179688,43988.05078125,842.8065185546875
206,44177.68359375,846.4905395507812,43967.96484375,836.9852905273438,43958.3203125,838.9779052734375
207,44295.34765625,848.9622802734375,43962.8203125,838.1466064453125,43962.609375,838.534912109375
208,44350.16796875,849.74267578125,43963.421875,838.7005004882812,43963.4453125,838.663330078125
209,44420.4296875,850.936767578125,43964.1875,839.1959228515625,43964.7421875,839.2386474609375
210,43964.7421875,839.2386474609375,43964.1875,839.1959228515625,44714.421875,857.7035522460938
211,44207.703125,846.692626953125,44248.6015625,841.0010986328125,44270.578125,849.218017578125
212,44428.8828125,853.441162109375,44253.359375,843.61181640625,44249.609375,846.0455322265625
213,44559.75,855.6187744140625,44251.21875,844.7821655273438,44251.4296875,844.8466796875
214,44648.91015625,856.552978515625,44251.5703125,845.2041015625,44252.21875,845.1976928710938
215,44714.421875,857.7035522460938,44252.890625,845.6880493164062,44252.9609375,845.6919555664062
216,44252.9609375,845.6919555664062,44252.890625,845.6880493164062,45013.9453125,864.2899169921875
217,44511.34375,853.3355712890625,44532.91796875,847.1893310546875,44569.81640625,856.039306640625
218,44753.546875,860.3240356445312,44544.546875,849.613525390625,44540.09375,852.687744140625
219,44889.75,862.4556884765625,44542.10546875,851.0690307617188,44541.55078125,851.1485595703125
220,44944.49609375,863.323974609375,44542.3515625,851.453125,44542.734375,851.3790283203125
221,45013.9453125,864.2899169921875,44543.2265625,851.9857177734375,44544.02734375,851.966796875
222,44544.02734375,851.966796875,44543.2265625,851.9857177734375,45224.828125,870.40185546875
223,44786.23828125,859.3543090820312,44793.98828125,853.5619506835938,44826.125,862.2083740234375
224,44999.80078125,866.1868896484375,44806.296875,855.5811157226562,44799.0859375,858.52197265625
225,45098.6015625,868.6279296875,44801.984375,856.7776489257812,44802.75,856.962158203125
226,45154.4609375,869.43212890625,44802.7265625,857.1697998046875,44802.9921875,857.2685546875
227,45224.828125,870.40185546875,44803.73828125,857.73046875,44803.9921875,857.6900024414062
228,44803.9921875,857.6900024414062,44803.73828125,857.73046875,45452.796875,876.2987060546875
229,45040.875,865.43505859375,45039.4765625,859.1676635742188,45067.76171875,867.9986572265625
230,45250.97265625,871.8868408203125,45046.89453125,861.8073120117188,45043.921875,864.5733642578125
231,45352.359375,874.2982177734375,45044.8046875,862.8631591796875,45044.546875,863.0870361328125
232,45400.7578125,875.1048583984375,45044.96875,863.3272705078125,45045.3359375,863.3594970703125
233,45452.796875,876.2987060546875,45045.6875,863.6463623046875,45045.89453125,863.700439453125
