,model1_fc1,model1_fc2,model2_fc1,model2_fc2,model2_wa1,model2_wa2,train_epoch
27,34069.7265625,448.58038330078125,34045.015625,441.81146240234375,34044.703125,441.80999755859375,5
28,34210.984375,453.5621032714844,34045.53125,441.5921630859375,34043.6953125,441.59381103515625,5
29,34433.16015625,461.19525146484375,34044.59375,441.53021240234375,34044.28515625,441.5035400390625,5
30,34044.28515625,441.5035400390625,34044.59375,441.53021240234375,34743.3984375,477.80377197265625,6
31,34139.9609375,451.26995849609375,34381.4921875,458.7852783203125,34337.703125,458.3929443359375,6
32,34258.71875,460.13458251953125,34360.828125,458.3167724609375,34354.9453125,458.20599365234375,6
33,34392.15625,466.6114501953125,34357.109375,457.9110412597656,34357.546875,457.86968994140625,6
34,34519.078125,470.92022705078125,34357.6328125,457.70758056640625,34356.5703125,457.7490234375,6
35,34743.3984375,477.80377197265625,34356.78125,457.69744873046875,34357.18359375,457.7237548828125,6
36,34357.18359375,457.7237548828125,34356.78125,457.69744873046875,34979.671875,493.3105773925781,7
37,34429.66015625,468.49713134765625,34656.125,475.1556091308594,34626.69921875,474.2083740234375,7
38,34523.90625,477.0957336425781,34643.515625,474.4200744628906,34636.4453125,474.39129638671875,7
39,34647.87109375,482.5628662109375,34639.50390625,474.02740478515625,34639.4609375,474.0381774902344,7
40,34772.05859375,486.5730285644531,34640.0078125,473.8662109375,34638.53125,473.91192626953125,7
41,34979.671875,493.3105773925781,34638.953125,473.95709228515625,34639.3203125,473.91534423828125,7
42,34639.3203125,473.91534423828125,34638.953125,473.95709228515625,35212.3984375,507.7738952636719,8
43,34700.68359375,484.0814208984375,34910.4765625,490.7914733886719,34897.4296875,489.76806640625,8
44,34775.2421875,492.0821228027344,34906.59765625,490.01104736328125,34898.73828125,490.2232666015625,8
45,34909.4296875,497.1371154785156,34902.515625,489.92779541015625,34901.875,489.91741943359375,8
46,35033.4453125,501.39190673828125,34902.71875,489.9245300292969,34901.26171875,489.91741943359375,8
47,35212.3984375,507.7738952636719,34901.59375,490.0570373535156,34902.15625,490.02374267578125,8
48,34902.15625,490.02374267578125,34901.59375,490.0570373535156,35434.75,522.1219482421875,9
49,34962.12109375,500.3183898925781,35156.30859375,506.23590087890625,35143.5625,505.05499267578125,9
50,35042.1328125,507.8945617675781,35152.7265625,505.5369873046875,35144.98046875,505.635986328125,9
51,35147.078125,512.63330078125,35149.15625,505.478759765625,35147.69140625,505.53070068359375,9
52,35263.953125,516.2296752929688,35148.8828125,505.5770263671875,35147.5859375,505.576171875,9
53,35434.75,522.1219482421875,35147.5859375,505.76220703125,35148.65625,505.81658935546875,9
54,35148.65625,505.81658935546875,35147.5859375,505.76220703125,35708.0234375,537.7005004882812,10
55,35247.125,516.7649536132812,35414.32421875,521.9901123046875,35401.30078125,520.6268920898438,10
56,35344.28125,524.330322265625,35409.8125,521.291259765625,35403.5546875,521.354736328125,10
57,35464.39453125,529.2555541992188,35406.45703125,521.3759155273438,35405.9375,521.3380126953125,10
58,35554.51171875,532.6679077148438,35406.421875,521.4903564453125,35405.5625,521.47412109375,10
59,35708.0234375,537.7005004882812,35405.37109375,521.703369140625,35406.3828125,521.718994140625,10
60,35406.3828125,521.718994140625,35405.37109375,521.703369140625,35896.2578125,552.5748901367188,11
61,35476.765625,532.5086669921875,35635.5546875,537.5064086914062,35635.09375,536.1473388671875,11
62,35556.80078125,539.970947265625,35637.703125,536.8812255859375,35631.0390625,536.87060546875,11
63,35644.65625,544.1417846679688,35634.47265625,536.907958984375,35633.4453125,536.9232788085938,11
64,35729.328125,547.2113647460938,35634.13671875,537.0379638671875,35633.4140625,536.9927978515625,11
65,35896.2578125,552.5748901367188,35633.19921875,537.1620483398438,35634.125,537.2279663085938,11
66,35634.125,537.2279663085938,35633.19921875,537.1620483398438,36081.2109375,566.649169921875,12
67,35697.83984375,547.4667358398438,35845.15625,552.317626953125,35843.94921875,550.9566650390625,12
68,35768.8828125,554.376953125,35847.515625,551.6038818359375,35839.796875,551.715087890625,12
69,35856.71484375,558.9171142578125,35843.6015625,551.7095947265625,35842.984375,551.7044067382812,12
70,35921.46875,561.674560546875,35843.0859375,551.78564453125,35843.17578125,551.8216552734375,12
71,36081.2109375,566.649169921875,35842.203125,551.9453125,35843.8515625,552.0079345703125,12
72,35843.8515625,552.0079345703125,35842.203125,551.9453125,36264.984375,581.7473754882812,13
73,35899.765625,562.857421875,36040.046875,567.4290771484375,36042.515625,565.7658081054688,13
74,35976.0625,570.0244750976562,36044.1875,566.5340576171875,36036.59765625,566.6651611328125,13
75,36071.04296875,574.3609619140625,36040.5,566.58935546875,36039.484375,566.5803833007812,13
76,36157.8828125,577.3585205078125,36039.8828125,566.6453247070312,36039.72265625,566.6085205078125,13
77,36264.984375,581.7473754882812,36038.7421875,566.7291259765625,36040.625,566.7342529296875,13
78,36040.625,566.7342529296875,36038.7421875,566.7291259765625,36426.2890625,595.2132568359375,14
79,36092.82421875,577.0911254882812,36219.16015625,581.641845703125,36224.421875,579.995361328125,14
80,36160.6171875,584.078125,36224.8515625,580.7452392578125,36217.12109375,580.825927734375,14
81,36240.703125,588.288818359375,36221.34375,580.744140625,36219.90625,580.7495727539062,14
82,36320.734375,590.9349365234375,36220.34375,580.7540283203125,36220.55859375,580.7781982421875,14
83,36426.2890625,595.2132568359375,36219.109375,580.8597412109375,36221.58203125,580.8243408203125,14
84,36221.58203125,580.8243408203125,36219.109375,580.8597412109375,36619.8515625,608.2769775390625,15
85,36283.30078125,590.98681640625,36405.44140625,595.0289306640625,36407.734375,593.7344970703125,15
86,36359.0703125,597.68798828125,36409.16015625,594.2156982421875,36402.3828125,594.4776611328125,15
87,36429.63671875,601.3810424804688,36406.08203125,594.2769775390625,36404.734375,594.299072265625,15
88,36502.4375,603.8656005859375,36405.0390625,594.2760620117188,36405.4453125,594.2855224609375,15
89,36619.8515625,608.2769775390625,36404.171875,594.284912109375,36406.1015625,594.3201293945312,15
90,36406.1015625,594.3201293945312,36404.171875,594.284912109375,36831.6875,622.5291748046875,16
91,36468.4375,604.7376708984375,36606.1171875,609.0992431640625,36602.37109375,607.3295288085938,16
92,36546.85546875,611.6249389648438,36607.46875,608.0914916992188,36599.29296875,608.1871337890625,16
93,36627.84375,615.56884765625,36603.6171875,608.007080078125,36602.3984375,608.0680541992188,16
94,36712.515625,618.4400024414062,36602.8828125,607.9841918945312,36602.76171875,608.0093994140625,16
95,36831.6875,622.5291748046875,36601.81640625,607.9737548828125,36603.5625,608.01416015625,16
96,36603.5625,608.01416015625,36601.81640625,607.9737548828125,36930.4609375,634.19677734375,17
97,36651.66796875,618.2513427734375,36755.26171875,621.5625,36758.6015625,620.2742919921875,17
98,36722.5,625.0626831054688,36759.76171875,620.8114624023438,36752.5,620.8842163085938,17
99,36790.92578125,628.81201171875,36756.4765625,620.7625732421875,36755.05859375,620.7225952148438,17
100,36847.53515625,630.9598388671875,36754.9296875,620.7199096679688,36756.25,620.6884765625,17
101,36930.4609375,634.19677734375,36754.17578125,620.702392578125,36756.76171875,620.6820068359375,17
102,36756.76171875,620.6820068359375,36754.17578125,620.702392578125,37076.828125,645.93115234375,18
103,36799.703125,630.275634765625,36904.546875,633.8548583984375,36905.3125,632.50341796875,18
104,36852.046875,636.037841796875,36907.7265625,633.0606079101562,36900.63671875,633.1192626953125,18
105,36932.2265625,639.532958984375,36904.3984375,632.9892578125,36903.23046875,632.9319458007812,18
106,36991.6640625,642.1332397460938,36902.9296875,632.8931274414062,36904.296875,632.9164428710938,18
107,37076.828125,645.93115234375,36902.34765625,632.9088134765625,36904.625,632.8897705078125,18
108,36904.625,632.8897705078125,36902.34765625,632.9088134765625,37287.734375,659.739990234375,19
109,36962.3828125,643.8193969726562,37083.359375,646.9219970703125,37079.9765625,645.458251953125,19
110,37045.296875,649.9896240234375,37084.1484375,646.056396484375,37077.4453125,646.13818359375,19
111,37130.0859375,653.80126953125,37080.78125,645.96337890625,37080.01953125,645.975341796875,19
112,37186.1015625,655.9769287109375,37079.640625,645.9486083984375,37080.75390625,645.889404296875,19
113,37287.734375,659.739990234375,37079.05859375,645.93115234375,37081.0625,645.91845703125,19
114,37081.0625,645.91845703125,37079.05859375,645.93115234375,37391.078125,669.8626098632812,20
115,37120.43359375,655.3023681640625,37225.9296875,658.4835815429688,37224.5625,657.1365966796875,20
116,37188.61328125,661.1212768554688,37227.89453125,657.7097778320312,37221.0703125,657.7525634765625,20
117,37251.6328125,664.425537109375,37224.671875,657.6499633789062,37223.640625,657.6068725585938,20
118,37301.12109375,666.5721435546875,37223.36328125,657.5601806640625,37224.5859375,657.6046752929688,20
119,37391.078125,669.8626098632812,37222.859375,657.5615844726562,37224.84375,657.5811767578125,20
120,37224.84375,657.5811767578125,37222.859375,657.5615844726562,37478.6171875,680.1732177734375,21
121,37270.0546875,665.9266357421875,37344.22265625,669.3775634765625,37345.59375,668.2822875976562,21
122,37318.5390625,671.6280517578125,37347.69140625,668.8365478515625,37340.9375,668.6912841796875,21
123,37371.33203125,674.9521484375,37344.8046875,668.6522216796875,37343.25,668.6617431640625,21
124,37415.3046875,676.9483032226562,37342.83984375,668.5838623046875,37344.9140625,668.656494140625,21
125,37478.6171875,680.1732177734375,37342.01171875,668.633056640625,37345.53125,668.6121826171875,21
126,37345.53125,668.6121826171875,37342.01171875,668.633056640625,37701.234375,694.06982421875,22
127,37389.60546875,678.3314208984375,37509.6171875,682.2117309570312,37507.67578125,680.295166015625,22
128,37460.9921875,684.622314453125,37510.90625,681.2015380859375,37504.44140625,681.197021484375,22
129,37556.875,688.2847900390625,37507.859375,681.0806884765625,37506.8203125,681.109619140625,22
130,37612.4453125,690.6009521484375,37506.51171875,681.0601806640625,37507.86328125,681.0498657226562,22
131,37701.234375,694.06982421875,37505.875,681.0375366210938,37508.28515625,681.047119140625,22
132,37508.28515625,681.047119140625,37505.875,681.0375366210938,37796.93359375,705.1992797851562,23
133,37549.796875,691.094970703125,37643.125,693.6041259765625,37643.15234375,692.4073486328125,23
134,37608.265625,697.18701171875,37645.75390625,692.9193115234375,37639.09375,692.92578125,23
135,37663.6640625,700.4307250976562,37642.5234375,692.8121948242188,37641.64453125,692.7720947265625,23
136,37711.97265625,702.0789794921875,37641.13671875,692.7525634765625,37642.6796875,692.7279052734375,23
137,37796.93359375,705.1992797851562,37640.75,692.7191772460938,37642.8203125,692.7322998046875,23
138,37642.8203125,692.7322998046875,37640.75,692.7191772460938,37924.35546875,716.1314697265625,24
139,37692.5625,702.9098510742188,37771.66015625,704.750244140625,37772.94140625,703.8958129882812,24
140,37760.578125,708.7846069335938,37774.41796875,704.1909790039062,37768.6953125,704.281982421875,24
141,37829.65625,711.9248657226562,37771.62890625,704.12841796875,37770.78515625,704.094482421875,24
142,37870.2109375,713.6602783203125,37769.90625,704.0475463867188,37772.171875,704.076416015625,24
143,37924.35546875,716.1314697265625,37769.8046875,704.080078125,37772.0234375,704.024658203125,24
144,37772.0234375,704.024658203125,37769.8046875,704.080078125,37995.55859375,726.5645751953125,25
145,37810.953125,713.5410766601562,37876.78125,715.8297119140625,37877.25390625,714.662353515625,25
146,37857.765625,719.1295166015625,37879.66015625,715.150146484375,37873.1953125,715.16064453125,25
147,37904.9609375,722.3143310546875,37876.44921875,715.026611328125,37875.703125,714.9983520507812,25
148,37942.4921875,724.0618286132812,37874.11328125,714.9407958984375,37877.64453125,714.9347534179688,25
149,37995.55859375,726.5645751953125,37874.18359375,714.8863525390625,37877.2734375,714.9071044921875,25
150,37877.2734375,714.9071044921875,37874.18359375,714.8863525390625,38205.796875,739.8060913085938,26
151,37925.9453125,725.0017700195312,38032.18359375,728.0068359375,38026.57421875,726.5338134765625,26
152,37997.3125,730.9525756835938,38031.515625,727.237548828125,38025.78125,727.1475830078125,26
153,38085.5625,734.7386474609375,38028.78125,727.066162109375,38027.88671875,727.0028686523438,26
154,38138.58203125,736.7666625976562,38027.7421875,726.9229125976562,38028.578125,726.9515991210938,26
155,38205.796875,739.8060913085938,38027.30859375,726.903564453125,38028.7734375,726.8753662109375,26
156,38028.7734375,726.8753662109375,38027.30859375,726.903564453125,38628.7265625,754.239501953125,27
157,38080.90234375,736.3470458984375,38309.5546875,741.386962890625,38283.78125,739.3495483398438,27
158,38165.38671875,742.7042236328125,38297.26953125,740.1837158203125,38293.01953125,740.3548583984375,27
159,38288.953125,746.51611328125,38294.7734375,740.050048828125,38294.65625,740.140380859375,27
160,38435.703125,749.5498046875,38294.1015625,739.9788208007812,38294.9375,740.00732421875,27
161,38628.7265625,754.239501953125,38293.84765625,739.9227905273438,38294.9453125,739.929443359375,27
162,38294.9453125,739.929443359375,38293.84765625,739.9227905273438,38597.796875,763.093017578125,28
163,38361.44140625,749.080810546875,38438.60546875,752.01708984375,38429.9296875,750.7022705078125,28
164,38428.8671875,755.494384765625,38435.875,751.185302734375,38431.0078125,751.2457275390625,28
165,38492.67578125,758.993408203125,38433.33984375,750.9964599609375,38432.8359375,751.035888671875,28
166,38530.21484375,760.5133666992188,38432.0078125,750.9227294921875,38433.7734375,750.8931884765625,28
167,38597.796875,763.093017578125,38431.63671875,750.8244018554688,38433.8359375,750.83935546875,28
168,38433.8359375,750.83935546875,38431.63671875,750.8244018554688,38704.75,773.420654296875,29
169,38472.34375,760.2526245117188,38561.28125,762.8350830078125,38557.296875,761.2227783203125,29
170,38534.5,766.0802001953125,38561.09765625,761.927978515625,38556.14453125,761.8922119140625,29
171,38606.078125,769.1588134765625,38558.75,761.7364501953125,38557.8125,761.7199096679688,29
172,38649.56640625,770.8040161132812,38557.35546875,761.61865234375,38558.8046875,761.6099853515625,29
173,38704.75,773.420654296875,38557.0234375,761.5611572265625,38558.8515625,761.5120849609375,29
174,38558.8515625,761.5120849609375,38557.0234375,761.5611572265625,38778.9609375,783.4144897460938,30
175,38592.796875,771.0761108398438,38662.03515625,773.0439453125,38660.140625,771.618408203125,30
176,38635.44140625,776.6704711914062,38663.4140625,772.0984497070312,38657.4765625,772.242919921875,30
177,38682.609375,779.52392578125,38660.35546875,771.955078125,38659.78125,771.9248046875,30
178,38726.3125,780.9318237304688,38658.5234375,771.8604125976562,38661.13671875,771.81005859375,30
179,38778.9609375,783.4144897460938,38658.41796875,771.7579345703125,38660.84375,771.7672119140625,30
180,38660.84375,771.7672119140625,38658.41796875,771.7579345703125,38836.5546875,792.8187255859375,31
181,38690.0703125,780.1502075195312,38744.12890625,782.8150024414062,38742.734375,781.5711669921875,31
182,38726.4921875,786.1231689453125,38745.6875,782.0771484375,38740.09375,782.0690307617188,31
183,38764.86328125,789.027099609375,38742.8671875,781.9150390625,38742.203125,781.898193359375,31
184,38792.4375,790.4635009765625,38740.81640625,781.7772827148438,38743.8125,781.8080444335938,31
185,38836.5546875,792.8187255859375,38740.90625,781.669189453125,38743.33203125,781.7275390625,31
186,38743.33203125,781.7275390625,38740.90625,781.669189453125,39064.6171875,806.8281860351562,32
187,38792.69140625,793.1669921875,38892.8359375,794.7767333984375,38884.1015625,793.3162231445312,32
188,38859.7109375,799.1051025390625,38889.42578125,793.8721313476562,38885.70703125,793.9842529296875,32
189,38944.67578125,802.3564453125,38887.40234375,793.6783447265625,38886.8515625,793.713134765625,32
190,38996.0,804.1820068359375,38885.91796875,793.546875,38887.76953125,793.5306396484375,32
191,39064.6171875,806.8281860351562,38885.8203125,793.419677734375,38887.421875,793.3930053710938,32
192,38887.421875,793.3930053710938,38885.8203125,793.419677734375,39130.30078125,815.4940185546875,33
193,38928.41796875,802.8364868164062,39001.84375,804.829833984375,38997.0,803.9046630859375,33
194,38979.85546875,808.7855834960938,39001.5390625,804.2174072265625,38995.8671875,804.2366943359375,33
195,39029.51171875,811.614501953125,38998.515625,804.0186767578125,38998.05078125,803.9791259765625,33
196,39069.953125,813.1689453125,38996.71484375,803.8724975585938,38999.28125,803.847900390625,33
197,39130.30078125,815.4940185546875,38996.578125,803.7244262695312,38998.9453125,803.760009765625,33
198,38998.9453125,803.760009765625,38996.578125,803.7244262695312,39215.0859375,825.6676635742188,34
199,39040.625,813.2835693359375,39098.8125,815.39208984375,39097.55078125,813.847412109375,34
200,39099.09375,818.9871215820312,39100.57421875,814.5040283203125,39094.30078125,814.522705078125,34
201,39146.24609375,822.1401977539062,39097.265625,814.3265380859375,39096.84765625,814.3565673828125,34
202,39171.46875,823.52197265625,39095.375,814.2280883789062,39098.28125,814.269287109375,34
203,39215.0859375,825.6676635742188,39095.30078125,814.2088623046875,39097.9375,814.2002563476562,34
204,39097.9375,814.2002563476562,39095.30078125,814.2088623046875,39807.828125,841.8579711914062,35
205,39141.57421875,824.7848510742188,39405.37109375,828.409912109375,39393.6953125,826.918212890625,35
206,39196.04296875,830.301025390625,39399.47265625,827.4765014648438,39393.9453125,827.6712646484375,35
207,39300.859375,833.2696533203125,39396.05859375,827.4357299804688,39396.03125,827.4017333984375,35
208,39531.02734375,835.666015625,39395.3046875,827.325439453125,39396.19140625,827.3380126953125,35
209,39807.828125,841.8579711914062,39394.703125,827.292724609375,39396.25390625,827.2479248046875,35
210,39396.25390625,827.2479248046875,39394.703125,827.292724609375,39766.40625,852.8466796875,36
211,39476.078125,837.9161376953125,39571.28515625,840.5299072265625,39553.9140625,839.1181640625,36
212,39553.6171875,844.8106079101562,39563.77734375,839.686279296875,39559.3828125,839.7821655273438,36
213,39627.15625,848.167236328125,39561.3203125,839.5637817382812,39560.9140625,839.5850830078125,36
214,39688.390625,850.127197265625,39560.23828125,839.4759521484375,39561.3984375,839.469970703125,36
215,39766.40625,852.8466796875,39559.96875,839.36083984375,39561.125,839.4010620117188,36
216,39561.125,839.4010620117188,39559.96875,839.36083984375,39737.140625,858.523681640625,37
217,39600.109375,847.708740234375,39642.28125,849.0704956054688,39641.71875,848.493408203125,37
218,39640.6875,852.8777465820312,39644.08984375,848.6456909179688,39638.51953125,848.675048828125,37
219,39680.484375,855.2808837890625,39640.91015625,848.481689453125,39640.8046875,848.4429931640625,37
220,39700.72265625,856.5404052734375,39639.3515625,848.3037109375,39641.78125,848.3564453125,37
221,39737.140625,858.523681640625,39639.05859375,848.1969604492188,39641.4921875,848.226318359375,37
222,39641.4921875,848.226318359375,39639.05859375,848.1969604492188,39825.234375,868.7421875,38
223,39676.55078125,857.2965087890625,39726.7890625,858.8314208984375,39723.4296875,857.8463745117188,38
224,39718.40625,863.1287841796875,39726.96875,858.23095703125,39721.90234375,858.2327880859375,38
225,39755.40625,865.69091796875,39724.1328125,858.0115966796875,39723.875,858.0633544921875,38
226,39779.0859375,866.8543701171875,39722.08203125,857.913818359375,39725.31640625,857.8975830078125,38
227,39825.234375,868.7421875,39722.1328125,857.7976684570312,39724.67578125,857.8042602539062,38
228,39724.67578125,857.8042602539062,39722.1328125,857.7976684570312,39992.15234375,879.2881469726562,39
229,39751.46875,865.9782104492188,39850.34375,868.9136352539062,39844.078125,867.8151245117188,39
230,39787.453125,871.4112548828125,39848.27734375,868.23974609375,39844.6484375,868.2684936523438,39
231,39832.53515625,874.48046875,39846.265625,868.129638671875,39845.85546875,868.0830688476562,39
232,39913.7890625,876.245849609375,39844.89453125,868.0009765625,39846.7109375,868.0311279296875,39
233,39992.15234375,879.2881469726562,39844.57421875,867.9328002929688,39846.5546875,867.9401245117188,39
234,39846.5546875,867.9401245117188,39844.57421875,867.9328002929688,40011.1953125,888.6640014648438,40
235,39881.12109375,877.263916015625,39923.01171875,878.7308349609375,39919.2421875,877.6112060546875,40
236,39925.1640625,883.03759765625,39923.04296875,877.98046875,39917.9140625,878.1272583007812,40
237,39958.671875,885.656005859375,39920.125,877.8773193359375,39919.94140625,877.8770751953125,40
238,39979.2578125,886.986328125,39918.25390625,877.765869140625,39921.17578125,877.7567138671875,40
239,40011.1953125,888.6640014648438,39918.25,877.65380859375,39920.58984375,877.6199951171875,40
240,39920.58984375,877.6199951171875,39918.25,877.65380859375,40078.3359375,898.7635498046875,41
241,39952.5625,886.9992065429688,39993.4296875,888.7684326171875,39991.84375,887.5244140625,41
242,39992.4609375,892.961669921875,39994.53125,887.9697265625,39989.40625,888.0852661132812,41
243,40022.0,895.836669921875,39991.546875,887.8609619140625,39991.5703125,887.8251953125,41
244,40044.34765625,897.1307373046875,39989.640625,887.709228515625,39992.9296875,887.7333984375,41
245,40078.3359375,898.7635498046875,39989.6640625,887.5939331054688,39992.3671875,887.58203125,41
246,39992.3671875,887.58203125,39989.6640625,887.5939331054688,40136.8984375,906.8824462890625,42
247,40017.296875,896.1265258789062,40061.9609375,897.8240966796875,40057.3203125,896.5279541015625,42
248,40049.09765625,901.3475341796875,40061.484375,897.0546875,40056.7578125,897.0565185546875,42
249,40082.515625,903.889892578125,40058.7109375,896.8958740234375,40058.75390625,896.8509521484375,42
250,40104.296875,905.0908203125,40056.578125,896.7625122070312,40060.3046875,896.7312622070312,42
251,40136.8984375,906.8824462890625,40056.5546875,896.636962890625,40059.81640625,896.640869140625,42
252,40059.81640625,896.640869140625,40056.5546875,896.636962890625,40429.84765625,920.9915771484375,43
253,40115.7578125,908.3074951171875,40228.3671875,908.8475341796875,40217.1953125,908.29150390625,43
254,40200.51171875,914.2567749023438,40223.41796875,908.3060302734375,40219.8203125,908.613037109375,43
255,40284.796875,917.3348999023438,40221.1171875,908.2265625,40221.04296875,908.2646484375,43
256,40335.421875,918.788818359375,40220.0859375,908.1082763671875,40221.390625,908.1029052734375,43
257,40429.84765625,920.9915771484375,40219.5,907.9822387695312,40221.3671875,907.9688110351562,43
258,40221.3671875,907.9688110351562,40219.5,907.9822387695312,41291.2265625,939.85009765625,44
259,40276.328125,917.79638671875,40663.08203125,924.2813720703125,40682.9140625,922.700927734375,44
260,40366.3515625,923.4269409179688,40671.1953125,923.2886962890625,40665.5234375,923.4676513671875,44
261,40513.5390625,927.1555786132812,40667.390625,923.2095336914062,40667.69140625,923.1716918945312,44
262,40663.234375,929.8438110351562,40666.4765625,923.0516357421875,40668.0078125,923.074462890625,44
263,41291.2265625,939.85009765625,40666.3359375,922.9774169921875,40667.6953125,922.9271240234375,44
264,40667.6953125,922.9271240234375,40666.3359375,922.9774169921875,41673.3515625,953.9629516601562,45
265,40864.796875,934.68896484375,41098.3046875,938.5540161132812,41102.953125,937.6298828125,45
266,41062.1171875,942.1813354492188,41100.0859375,937.8204345703125,41093.5625,938.1295776367188,45
267,41262.734375,945.739990234375,41095.83984375,937.7763671875,41096.1953125,937.7522583007812,45
268,41384.1328125,948.7286987304688,41095.359375,937.6217041015625,41096.046875,937.6375732421875,45
269,41673.3515625,953.9629516601562,41095.06640625,937.5,41095.8046875,937.501953125,45
270,41095.8046875,937.501953125,41095.06640625,937.5,41347.65625,960.331787109375,46
271,41169.33984375,947.7313232421875,41212.54296875,949.1725463867188,41202.56640625,948.3990478515625,46
272,41232.46484375,954.3240966796875,41208.62109375,948.607177734375,41204.7578125,948.77783203125,46
273,41279.4453125,957.358154296875,41206.3984375,948.5331420898438,41206.08203125,948.4855346679688,46
274,41311.875,958.7030029296875,41205.33203125,948.3771362304688,41206.5078125,948.37744140625,46
275,41347.65625,960.331787109375,41205.109375,948.2630615234375,41206.140625,948.22900390625,46
276,41206.140625,948.22900390625,41205.109375,948.2630615234375,41331.15234375,967.6978759765625,47
277,41227.1953125,955.73779296875,41264.0703125,958.3945922851562,41261.03515625,957.3988037109375,47
278,41259.3125,962.0555419921875,41263.90625,957.743408203125,41259.95703125,957.84033203125,47
279,41289.49609375,965.075927734375,41261.4765625,957.5869750976562,41261.5546875,957.5830078125,47
280,41303.4453125,966.150390625,41259.65625,957.4425048828125,41262.75390625,957.4302978515625,47
281,41331.15234375,967.6978759765625,41259.8828125,957.2945556640625,41261.953125,957.3333740234375,47
282,41261.953125,957.3333740234375,41259.8828125,957.2945556640625,41362.640625,977.837890625,48
283,41283.828125,966.6285400390625,41310.85546875,968.1751098632812,41305.03125,966.7222900390625,48
284,41306.21484375,972.9430541992188,41309.40234375,967.2799072265625,41305.46875,967.352783203125,48
285,41326.265625,975.5133666992188,41306.81640625,967.109375,41307.265625,967.13037109375,48
286,41341.09375,976.5535888671875,41305.23828125,967.011962890625,41308.2890625,966.9925537109375,48
287,41362.640625,977.837890625,41305.6796875,966.903076171875,41307.33203125,966.876708984375,48
288,41307.33203125,966.876708984375,41305.6796875,966.903076171875,41414.8203125,987.863037109375,49
289,41328.546875,976.614501953125,41359.45703125,978.3436279296875,41353.75,976.25,49
290,41350.6015625,982.8167724609375,41357.96875,977.20849609375,41354.1953125,977.1871337890625,49
291,41373.4765625,985.37939453125,41355.640625,977.0143432617188,41355.8125,977.021484375,49
292,41390.6875,986.4363403320312,41354.0859375,976.87255859375,41356.85546875,976.9151611328125,49
293,41414.8203125,987.863037109375,41354.25390625,976.8070678710938,41356.1796875,976.8043212890625,49
294,41356.1796875,976.8043212890625,41354.25390625,976.8070678710938,41466.53125,997.383544921875,50
295,41380.46484375,986.3245849609375,41409.7421875,987.777099609375,41402.99609375,986.1931762695312,50
296,41403.80859375,992.2049560546875,41407.85546875,986.782958984375,41403.7578125,986.953369140625,50
297,41425.3203125,994.8646240234375,41405.26953125,986.7396850585938,41405.5546875,986.6724243164062,50
298,41443.26171875,995.982666015625,41403.21875,986.6166381835938,41407.0390625,986.6287841796875,50
