,model1_fc1,model1_fc2,model2_fc1,model2_fc2,model2_wa1,model2_wa2,model1_wa1,model1_wa2,train_epoch
1058,33410.0078125,805.5481567382812,33410.9609375,806.1846923828125,33411.16015625,806.1278076171875,33409.97265625,805.6329345703125,177
1059,33410.1796875,805.708740234375,33411.3359375,806.3032836914062,33411.015625,806.2935791015625,33410.1484375,805.7267456054688,177
1060,33410.25,805.800048828125,33411.4375,806.4222412109375,33411.4453125,806.407470703125,33410.40625,805.858154296875,177
1061,33410.74609375,805.9802856445312,33411.765625,806.591064453125,33411.8359375,806.60205078125,33410.51171875,805.9733276367188,177
1062,33411.8359375,806.60205078125,33412.84375,807.099853515625,33412.85546875,807.1365356445312,33411.765625,806.591064453125,178
1063,33412.125,806.61376953125,33413.04296875,807.2080078125,33413.234375,807.1592407226562,33411.984375,806.654296875,178
1064,33412.0859375,806.7235717773438,33413.25,807.28076171875,33413.3359375,807.29736328125,33412.3046875,806.6947021484375,178
1065,33412.4140625,806.8511352539062,33413.47265625,807.4434204101562,33413.265625,807.4298095703125,33412.3359375,806.81396484375,178
1066,33412.63671875,806.968994140625,33413.671875,807.5510864257812,33413.6328125,807.5643920898438,33412.4375,806.9238891601562,178
1067,33412.85546875,807.1365356445312,33414.0390625,807.739501953125,33414.00390625,807.7205810546875,33412.84375,807.099853515625,178
1068,33414.00390625,807.7205810546875,33415.05078125,808.2761840820312,33415.1015625,808.27099609375,33414.0390625,807.739501953125,179
1069,33414.47265625,807.7802124023438,33415.4296875,808.3598022460938,33415.3125,808.3265380859375,33414.0546875,807.7886352539062,179
1070,33414.31640625,807.8582153320312,33415.3828125,808.4371337890625,33415.66796875,808.4652099609375,33414.5078125,807.8826904296875,179
1071,33414.48828125,808.01806640625,33415.65625,808.5589599609375,33415.58203125,808.6095581054688,33414.703125,807.998046875,179
1072,33414.921875,808.11962890625,33416.125,808.7427368164062,33415.6953125,808.6959228515625,33414.63671875,808.1221923828125,179
1073,33415.1015625,808.27099609375,33416.35546875,808.8853149414062,33416.1953125,808.9107666015625,33415.05078125,808.2761840820312,179
1074,33416.1953125,808.9107666015625,33417.22265625,809.438232421875,33417.47265625,809.4375,33416.35546875,808.8853149414062,180
1075,33416.578125,808.922119140625,33417.671875,809.5225830078125,33417.6015625,809.5015258789062,33416.53125,808.9730834960938,180
1076,33416.95703125,809.066650390625,33417.75,809.6135864257812,33417.81640625,809.6080322265625,33416.44140625,808.9920043945312,180
1077,33416.76171875,809.162841796875,33418.16015625,809.7371826171875,33417.58984375,809.781005859375,33416.95703125,809.1439208984375,180
1078,33416.92578125,809.2344970703125,33418.2890625,809.8653564453125,33417.9921875,809.8985595703125,33417.1484375,809.312255859375,180
1079,33417.47265625,809.4375,33418.515625,810.0392456054688,33418.4921875,810.0555419921875,33417.22265625,809.438232421875,180
1080,33418.4921875,810.0555419921875,33419.7265625,810.5838623046875,33419.40625,810.5675048828125,33418.515625,810.0392456054688,181
1081,33418.953125,810.0546264648438,33419.45703125,810.657470703125,33420.296875,810.6179809570312,33418.578125,810.1414184570312,181
1082,33418.71484375,810.133544921875,33420.0390625,810.738525390625,33419.99609375,810.7381591796875,33419.0703125,810.2053833007812,181
1083,33419.0546875,810.2930297851562,33419.92578125,810.9046630859375,33420.2578125,810.8630981445312,33419.10546875,810.30517578125,181
1084,33419.1015625,810.4078369140625,33420.31640625,811.0185546875,33420.3984375,810.9968872070312,33419.41796875,810.42529296875,181
1085,33419.40625,810.5675048828125,33420.6171875,811.1967163085938,33420.84375,811.1511840820312,33419.7265625,810.5838623046875,181
1086,33420.84375,811.1511840820312,33421.69140625,811.7142333984375,33421.85546875,811.681640625,33420.6171875,811.1967163085938,182
1087,33420.85546875,811.25048828125,33422.19140625,811.7454833984375,33421.95703125,811.7989501953125,33421.1015625,811.2122192382812,182
1088,33421.0546875,811.3214111328125,33422.12109375,811.8397827148438,33422.34375,811.9102783203125,33421.1953125,811.3095703125,182
1089,33421.17578125,811.4636840820312,33422.25390625,812.0654296875,33422.37109375,811.9737548828125,33421.4375,811.415771484375,182
1090,33421.5703125,811.5255126953125,33422.78125,812.1185302734375,33422.4453125,812.1508178710938,33421.375,811.548828125,182
1091,33421.85546875,811.681640625,33423.015625,812.2972412109375,33422.89453125,812.3071899414062,33421.69140625,811.7142333984375,182
1092,33422.89453125,812.3071899414062,33424.09375,812.82275390625,33423.9140625,812.8292236328125,33423.015625,812.2972412109375,183
1093,33423.23046875,812.3533325195312,33423.9296875,812.876708984375,33424.6328125,812.8935546875,33423.21875,812.3741455078125,183
1094,33423.43359375,812.4314575195312,33424.8359375,813.0081787109375,33423.9765625,812.9542236328125,33423.3359375,812.4544677734375,183
1095,33423.71875,812.5626220703125,33424.62109375,813.1214599609375,33424.375,813.114013671875,33423.375,812.5648193359375,183
1096,33423.7578125,812.6506958007812,33424.9609375,813.2539672851562,33424.578125,813.2421875,33423.625,812.6900024414062,183
1097,33423.9140625,812.8292236328125,33425.0078125,813.3963623046875,33425.265625,813.45166015625,33424.09375,812.82275390625,183
1098,33425.265625,813.45166015625,33426.0703125,813.9371337890625,33426.23046875,813.915771484375,33425.0078125,813.3963623046875,184
1099,33425.1171875,813.43359375,33426.3046875,814.02001953125,33426.59375,814.0151977539062,33425.64453125,813.50244140625,184
1100,33425.53125,813.55712890625,33426.62890625,814.1317749023438,33426.55859375,814.1112060546875,33425.46875,813.5112915039062,184
1101,33425.8515625,813.6688232421875,33426.7578125,814.24658203125,33426.5859375,814.2582397460938,33425.5546875,813.65576171875,184
1102,33425.9609375,813.7568969726562,33427.2578125,814.3406982421875,33426.62890625,814.387939453125,33425.7578125,813.7918701171875,184
1103,33426.23046875,813.915771484375,33427.27734375,814.534423828125,33427.359375,814.5457763671875,33426.0703125,813.9371337890625,184
1104,33427.359375,814.5457763671875,33428.3984375,815.048828125,33428.3671875,815.0809936523438,33427.27734375,814.534423828125,185
1105,33427.48828125,814.6314697265625,33428.51953125,815.1505737304688,33428.82421875,815.130615234375,33427.70703125,814.5535888671875,185
1106,33427.71875,814.6806640625,33428.984375,815.2550048828125,33428.6640625,815.2420654296875,33427.70703125,814.6539306640625,185
1107,33428.0,814.7938232421875,33428.828125,815.389892578125,33428.96875,815.3744506835938,33427.7890625,814.7869873046875,185
1108,33427.98828125,814.9140625,33429.25,815.527099609375,33429.10546875,815.4849243164062,33428.171875,814.907470703125,185
1109,33428.3671875,815.0809936523438,33429.46875,815.681396484375,33429.6015625,815.64990234375,33428.3984375,815.048828125,185
1110,33429.6015625,815.64990234375,33430.6171875,816.1819458007812,33430.515625,816.1822509765625,33429.46875,815.681396484375,186
1111,33429.59375,815.7152099609375,33430.8125,816.2589111328125,33430.91796875,816.257080078125,33429.984375,815.734375,186
1112,33430.25390625,815.7838134765625,33431.125,816.3388061523438,33430.8828125,816.37939453125,33429.5859375,815.841064453125,186
1113,33429.87109375,815.9329833984375,33431.234375,816.5146484375,33430.92578125,816.4957885742188,33430.33984375,815.93359375,186
1114,33430.3203125,816.0465087890625,33431.4375,816.6212158203125,33431.3046875,816.613037109375,33430.22265625,816.0233154296875,186
1115,33430.515625,816.1822509765625,33431.734375,816.78759765625,33431.75,816.7794189453125,33430.6171875,816.1819458007812,186
1116,33431.75,816.7794189453125,33432.8046875,817.29052734375,33432.734375,817.2976684570312,33431.734375,816.78759765625,187
1117,33432.01171875,816.826416015625,33432.6875,817.353271484375,33433.37109375,817.3511962890625,33431.9765625,816.8480224609375,187
1118,33432.171875,816.9249877929688,33433.1875,817.4746704101562,33433.13671875,817.4307250976562,33432.09375,816.906982421875,187
1119,33432.5859375,817.0335693359375,33433.4375,817.5836791992188,33433.05859375,817.58154296875,33432.0390625,817.0320434570312,187
1120,33432.55078125,817.1367797851562,33433.61328125,817.6702270507812,33433.4140625,817.711669921875,33432.421875,817.1580200195312,187
1121,33432.734375,817.2976684570312,33433.84765625,817.8912353515625,33433.9453125,817.856689453125,33432.8046875,817.29052734375,187
1122,33433.9453125,817.856689453125,33434.8125,818.3882446289062,33435.046875,818.38330078125,33433.84765625,817.8912353515625,188
1123,33434.06640625,817.927734375,33435.3828125,818.4256591796875,33435.11328125,818.5113525390625,33434.234375,817.9332885742188,188
1124,33434.3984375,818.0247802734375,33435.265625,818.5865478515625,33435.515625,818.56005859375,33434.19921875,818.022216796875,188
1125,33434.58984375,818.1375122070312,33435.4921875,818.7396850585938,33435.421875,818.7139282226562,33434.34375,818.142333984375,188
1126,33434.65625,818.2418823242188,33435.890625,818.849609375,33435.625,818.8569946289062,33434.6015625,818.2289428710938,188
1127,33435.046875,818.38330078125,33436.046875,818.9848022460938,33436.16796875,819.0034790039062,33434.8125,818.3882446289062,188
1128,33436.16796875,819.0034790039062,33437.1015625,819.479248046875,33437.1796875,819.5380249023438,33436.046875,818.9848022460938,189
1129,33436.125,819.0390014648438,33437.28125,819.5667724609375,33437.57421875,819.5888671875,33436.5859375,819.060302734375,189
1130,33436.484375,819.1264038085938,33437.421875,819.64404296875,33437.71875,819.7042236328125,33436.46875,819.1219482421875,189
1131,33436.640625,819.2391357421875,33437.8828125,819.798828125,33437.421875,819.813720703125,33436.65625,819.252197265625,189
1132,33436.99609375,819.3214111328125,33437.98046875,819.9215698242188,33437.875,819.93310546875,33436.6796875,819.3906860351562,189
1133,33437.1796875,819.5380249023438,33438.04296875,820.116943359375,33438.51171875,820.0882568359375,33437.1015625,819.479248046875,189
1134,33438.51171875,820.0882568359375,33439.4140625,820.621826171875,33439.28125,820.6027221679688,33438.04296875,820.116943359375,190
1135,33438.2109375,820.17529296875,33439.34765625,820.6290893554688,33439.9609375,820.7806396484375,33438.94921875,820.161376953125,190
1136,33438.515625,820.2503662109375,33440.0625,820.8548583984375,33439.5390625,820.78759765625,33438.96484375,820.256591796875,190
1137,33438.87109375,820.3526611328125,33440.01171875,820.94482421875,33439.78125,820.945556640625,33438.953125,820.3678588867188,190
1138,33439.1484375,820.4620361328125,33440.12890625,821.0431518554688,33440.15625,821.0550537109375,33439.0078125,820.4666748046875,190
1139,33439.28125,820.6027221679688,33440.50390625,821.2012329101562,33440.51171875,821.2255859375,33439.4140625,820.621826171875,190
1140,33440.51171875,821.2255859375,33441.4609375,821.75390625,33441.6640625,821.7175903320312,33440.50390625,821.2012329101562,191
1141,33440.6953125,821.2950439453125,33441.97265625,821.7745361328125,33441.75,821.834716796875,33440.828125,821.259521484375,191
1142,33440.7578125,821.3651123046875,33441.98046875,821.9251098632812,33442.046875,821.917724609375,33441.02734375,821.3494262695312,191
1143,33440.96875,821.4459228515625,33442.30859375,822.043701171875,33441.87890625,822.0931396484375,33441.2109375,821.507080078125,191
1144,33441.32421875,821.556884765625,33442.44140625,822.1543579101562,33442.265625,822.1956787109375,33441.1875,821.6026611328125,191
1145,33441.6640625,821.7175903320312,33442.55078125,822.3309326171875,33442.84375,822.33447265625,33441.4609375,821.75390625,191
1146,33442.84375,822.33447265625,33443.60546875,822.7945556640625,33443.82421875,822.8062133789062,33442.55078125,822.3309326171875,192
1147,33442.59765625,822.384765625,33443.98046875,822.8843994140625,33444.06640625,822.8844604492188,33443.2890625,822.3490600585938,192
1148,33443.296875,822.4410400390625,33444.16015625,822.9818115234375,33444.1875,822.9969482421875,33442.890625,822.4437255859375,192
1149,33443.12890625,822.547607421875,33444.41015625,823.1370849609375,33444.10546875,823.1121826171875,33443.4140625,822.578857421875,192
1150,33443.37109375,822.6220703125,33444.78125,823.232666015625,33444.25390625,823.2540893554688,33443.4609375,822.6710205078125,192
1151,33443.82421875,822.8062133789062,33444.9609375,823.42138671875,33444.7734375,823.4022827148438,33443.60546875,822.7945556640625,192
1152,33444.7734375,823.4022827148438,33445.8046875,823.8892822265625,33445.9609375,823.889404296875,33444.9609375,823.42138671875,193
1153,33445.3203125,823.475830078125,33446.2890625,823.91015625,33446.046875,824.0245361328125,33444.921875,823.4349365234375,193
1154,33445.20703125,823.5423583984375,33446.0390625,824.0735473632812,33446.6171875,824.0781860351562,33445.2890625,823.5172119140625,193
1155,33445.40625,823.6072387695312,33446.52734375,824.2239990234375,33446.25,824.2189331054688,33445.38671875,823.658203125,193
1156,33445.63671875,823.7173461914062,33446.56640625,824.318359375,33446.7578125,824.3529663085938,33445.5078125,823.7452392578125,193
1157,33445.9609375,823.889404296875,33447.0234375,824.5081787109375,33446.9765625,824.494140625,33445.8046875,823.8892822265625,193
1158,33446.9765625,824.494140625,33448.1328125,824.9730224609375,33447.96875,824.993896484375,33447.0234375,824.5081787109375,194
1159,33447.375,824.522705078125,33448.0390625,825.0286865234375,33448.6015625,825.0526123046875,33447.16796875,824.5791015625,194
1160,33447.2578125,824.6513671875,33448.484375,825.160400390625,33448.4140625,825.1221923828125,33447.578125,824.603271484375,194
1161,33447.48828125,824.75732421875,33448.2890625,825.3193359375,33448.7734375,825.2669677734375,33447.73046875,824.7357177734375,194
1162,33447.79296875,824.8378295898438,33448.7578125,825.4218139648438,33448.88671875,825.4461059570312,33447.7265625,824.8308715820312,194
1163,33447.96875,824.993896484375,33449.12109375,825.5850830078125,33449.25,825.5908203125,33448.1328125,824.9730224609375,194
1164,33449.25,825.5908203125,33450.15234375,826.0537719726562,33450.24609375,826.070556640625,33449.12109375,825.5850830078125,195
1165,33449.234375,825.59765625,33450.34765625,826.1644897460938,33450.640625,826.1300048828125,33449.6484375,825.6674194335938,195
1166,33449.87109375,825.7221069335938,33450.7265625,826.2388916015625,33450.5625,826.26953125,33449.30859375,825.7048950195312,195
1167,33449.6875,825.8377075195312,33450.97265625,826.3936767578125,33450.46875,826.4141845703125,33449.7734375,825.8016357421875,195
1168,33449.68359375,825.8916015625,33451.0390625,826.5201416015625,33450.9296875,826.5137939453125,33450.0625,825.922607421875,195
1169,33450.24609375,826.070556640625,33451.3046875,826.6761474609375,33451.3671875,826.6611938476562,33450.15234375,826.0537719726562,195
1170,33451.3671875,826.6611938476562,33452.4375,827.179443359375,33452.37109375,827.1456909179688,33451.3046875,826.6761474609375,196
1171,33451.5390625,826.7042236328125,33452.4453125,827.1693725585938,33452.9140625,827.31396484375,33451.70703125,826.7362060546875,196
1172,33451.75,826.7764892578125,33452.75,827.3309326171875,33452.8671875,827.365966796875,33451.78125,826.8232421875,196
1173,33452.0,826.8955078125,33453.328125,827.4837036132812,33452.4453125,827.4803466796875,33451.86328125,826.938232421875,196
1174,33452.1640625,827.0560302734375,33453.234375,827.6271362304688,33453.0625,827.57373046875,33452.0546875,826.9813232421875,196
1175,33452.37109375,827.1456909179688,33453.48828125,827.7530517578125,33453.5390625,827.78564453125,33452.4375,827.179443359375,196
1176,33453.5390625,827.78564453125,33454.57421875,828.2244873046875,33454.5,828.2596435546875,33453.48828125,827.7530517578125,197
1177,33453.78515625,827.7594604492188,33454.703125,828.310546875,33454.95703125,828.3180541992188,33453.7421875,827.86279296875,197
1178,33453.4765625,827.8950805664062,33455.23828125,828.423828125,33454.7109375,828.4220581054688,33454.34375,827.8779296875,197
1179,33453.91015625,827.98974609375,33455.2109375,828.54736328125,33454.90234375,828.5941162109375,33454.22265625,827.992919921875,197
1180,33454.1953125,828.0872802734375,33455.375,828.6641845703125,33455.20703125,828.6978149414062,33454.2734375,828.1026000976562,197
1181,33454.5,828.2596435546875,33455.57421875,828.8523559570312,33455.7421875,828.8423461914062,33454.57421875,828.2244873046875,197
1182,33455.7421875,828.8423461914062,33456.78125,829.30908203125,33456.60546875,829.3248901367188,33455.57421875,828.8523559570312,198
1183,33455.59375,828.8623657226562,33456.6953125,829.3966064453125,33457.31640625,829.3751220703125,33456.2421875,828.9083251953125,198
1184,33456.1484375,828.94970703125,33457.34375,829.4913330078125,33456.9609375,829.492431640625,33455.984375,828.9717407226562,198
1185,33456.203125,829.11328125,33457.2421875,829.6693725585938,33457.1953125,829.6134033203125,33456.26171875,829.05078125,198
1186,33456.33203125,829.1922607421875,33457.5859375,829.7566528320312,33457.3671875,829.7666625976562,33456.4453125,829.1533203125,198
1187,33456.60546875,829.3248901367188,33457.69140625,829.898193359375,33457.93359375,829.94287109375,33456.78125,829.30908203125,198
1188,33457.93359375,829.94287109375,33458.8671875,830.3920288085938,33458.8828125,830.42529296875,33457.69140625,829.898193359375,199
1189,33457.8671875,829.9216918945312,33459.03515625,830.4842529296875,33459.33984375,830.49560546875,33458.3046875,830.0100708007812,199
1190,33458.39453125,830.0673828125,33459.4296875,830.6243896484375,33459.21875,830.5663452148438,33458.1015625,830.03564453125,199
1191,33458.390625,830.180908203125,33459.4765625,830.777099609375,33459.3515625,830.7230224609375,33458.48828125,830.1612548828125,199
1192,33458.58984375,830.2670288085938,33459.84375,830.8760375976562,33459.49609375,830.8614501953125,33458.5859375,830.2689819335938,199
1193,33458.8828125,830.42529296875,33460.0703125,831.0283203125,33459.9453125,831.0125732421875,33458.8671875,830.3920288085938,199
1194,33459.9453125,831.0125732421875,33461.0,831.4730224609375,33461.0546875,831.5208740234375,33460.0703125,831.0283203125,200
1195,33460.3203125,831.0341186523438,33461.203125,831.5643920898438,33461.41796875,831.56884765625,33460.18359375,831.0928344726562,200
1196,33460.5,831.1561279296875,33461.34375,831.6714477539062,33461.5703125,831.6513061523438,33460.28515625,831.1279296875,200
1197,33460.73828125,831.2437744140625,33461.7578125,831.7967529296875,33461.3046875,831.78271484375,33460.40625,831.273681640625,200
1198,33460.65625,831.3511352539062,33461.94921875,831.89697265625,33461.625,831.903564453125,33460.8203125,831.3642578125,200
1199,33461.0546875,831.5208740234375,33462.0234375,832.1021728515625,33462.23828125,832.057373046875,33461.0,831.4730224609375,200
1200,33462.23828125,832.057373046875,33462.9296875,832.5720825195312,33463.3984375,832.5302734375,33462.0234375,832.1021728515625,201
1201,33462.35546875,832.150146484375,33463.71875,832.5794677734375,33463.1484375,832.6488037109375,33462.4140625,832.0858154296875,201
1202,33462.49609375,832.1873779296875,33463.35546875,832.7288818359375,33463.76953125,832.69970703125,33462.5390625,832.1956787109375,201
1203,33462.734375,832.3065185546875,33463.734375,832.8374633789062,33463.515625,832.8411865234375,33462.6484375,832.3048706054688,201
1204,33462.84375,832.3723754882812,33464.03515625,832.939697265625,33463.75,832.980712890625,33462.859375,832.4088134765625,201
1205,33463.3984375,832.5302734375,33464.3203125,833.1529541015625,33464.203125,833.1072998046875,33462.9296875,832.5720825195312,201
1206,33464.203125,833.1072998046875,33465.21875,833.595458984375,33465.3203125,833.6060791015625,33464.3203125,833.1529541015625,202
1207,33464.375,833.13525390625,33465.5,833.65087890625,33465.66015625,833.7096557617188,33464.6171875,833.1904296875,202
1208,33465.046875,833.2461547851562,33465.85546875,833.8163452148438,33465.609375,833.7569580078125,33464.1953125,833.221923828125,202
1209,33464.578125,833.3438720703125,33465.734375,833.9099731445312,33465.91015625,833.9382934570312,33465.0234375,833.3482666015625,202
1210,33464.9296875,833.40283203125,33466.21875,834.0389404296875,33465.921875,834.0270385742188,33465.0,833.47314453125,202
1211,33465.3203125,833.6060791015625,33466.52734375,834.1929931640625,33466.25,834.187255859375,33465.21875,833.595458984375,202
1212,33466.25,834.187255859375,33467.296875,834.632080078125,33467.48828125,834.6854248046875,33466.52734375,834.1929931640625,203
1213,33466.71875,834.2120361328125,33467.59765625,834.7264404296875,33467.7421875,834.712890625,33466.55078125,834.2406005859375,203
1214,33466.859375,834.3271484375,33467.9921875,834.8602294921875,33467.62109375,834.78369140625,33466.6640625,834.268310546875,203
1215,33467.09375,834.408203125,33468.046875,834.931396484375,33467.66015625,834.9724731445312,33466.73828125,834.424072265625,203
1216,33467.03515625,834.4972534179688,33468.1328125,835.0406494140625,33468.0859375,835.069091796875,33467.125,834.524169921875,203
1217,33467.48828125,834.6854248046875,33468.48828125,835.213623046875,33468.421875,835.2171630859375,33467.296875,834.632080078125,203
1218,33468.421875,835.2171630859375,33469.62109375,835.6832275390625,33469.3203125,835.703125,33468.48828125,835.213623046875,204
1219,33468.80859375,835.2398071289062,33469.09375,835.77685546875,33470.37109375,835.7564697265625,33468.6015625,835.2791748046875,204
1220,33468.65625,835.3428344726562,33470.1171875,835.8637084960938,33469.609375,835.8499755859375,33469.0390625,835.330810546875,204
1221,33469.109375,835.4683227539062,33470.0078125,835.957763671875,33469.8515625,835.9912109375,33468.8984375,835.447021484375,204
1222,33469.16796875,835.5570068359375,33470.05859375,836.1246337890625,33470.34375,836.0791015625,33469.14453125,835.54150390625,204
1223,33469.3203125,835.703125,33470.46875,836.2545166015625,33470.6484375,836.2899169921875,33469.62109375,835.6832275390625,204
1224,33470.6484375,836.2899169921875,33471.6328125,836.748779296875,33471.5625,836.7476806640625,33470.46875,836.2545166015625,205
1225,33470.6796875,836.3197021484375,33471.75,836.815185546875,33471.97265625,836.784423828125,33470.984375,836.3228759765625,205
1226,33471.0390625,836.4407348632812,33471.8046875,836.89013671875,33472.15625,836.8873901367188,33470.88671875,836.356201171875,205
1227,33471.0859375,836.5216064453125,33472.1953125,836.9993896484375,33471.890625,837.0429077148438,33471.1796875,836.5006713867188,205
1228,33471.109375,836.6211547851562,33472.640625,837.1474609375,33471.9921875,837.14306640625,33471.484375,836.59521484375,205
1229,33471.5625,836.7476806640625,33472.3671875,837.3060913085938,33472.94921875,837.3109130859375,33471.6328125,836.748779296875,205
1230,33472.94921875,837.3109130859375,33473.703125,837.7789916992188,33473.6875,837.789794921875,33472.3671875,837.3060913085938,206
1231,33472.59375,837.319580078125,33473.64453125,837.89404296875,33474.3671875,837.825927734375,33473.25,837.3868408203125,206
1232,33473.0078125,837.4476318359375,33474.2734375,837.9949951171875,33474.00390625,837.9234619140625,33473.1171875,837.4193115234375,206
1233,33473.2421875,837.5767822265625,33474.4765625,838.079345703125,33473.90625,838.104736328125,33473.21875,837.5038452148438,206
1234,33473.359375,837.6426391601562,33474.59375,838.2085571289062,33474.3125,838.21826171875,33473.37890625,837.6051635742188,206
1235,33473.6875,837.789794921875,33474.78515625,838.3683471679688,33474.80859375,838.3667602539062,33473.703125,837.7789916992188,206
1236,33474.80859375,838.3667602539062,33475.8046875,838.8394775390625,33475.796875,838.8543701171875,33474.78515625,838.3683471679688,207
1237,33475.03515625,838.4017944335938,33476.09375,838.8869018554688,33476.125,838.9510498046875,33475.0703125,838.43896484375,207
1238,33475.203125,838.5272216796875,33475.96875,839.0589599609375,33476.5,838.9903564453125,33475.140625,838.464111328125,207
1239,33475.265625,838.6227416992188,33476.328125,839.1346435546875,33476.265625,839.1818237304688,33475.40625,838.5927734375,207
1240,33475.421875,838.6703491210938,33476.5625,839.2828369140625,33476.5390625,839.2579345703125,33475.609375,838.7429809570312,207
1241,33475.796875,838.8543701171875,33476.96484375,839.428955078125,33476.81640625,839.4194946289062,33475.8046875,838.8394775390625,207
1242,33476.81640625,839.4194946289062,33477.9921875,839.8878173828125,33477.8046875,839.8846435546875,33476.96484375,839.428955078125,208
1243,33477.1328125,839.4972534179688,33477.86328125,839.9679565429688,33478.5546875,839.957275390625,33477.16796875,839.4453125,208
1244,33477.51171875,839.51513671875,33478.453125,840.073974609375,33478.2578125,840.0444946289062,33477.03125,839.56005859375,208
1245,33477.578125,839.6221923828125,33478.7578125,840.204833984375,33478.07421875,840.2105712890625,33477.296875,839.666259765625,208
1246,33477.4921875,839.7366943359375,33478.77734375,840.3084716796875,33478.5390625,840.3131103515625,33477.6953125,839.7516479492188,208
1247,33477.8046875,839.8846435546875,33478.953125,840.4605712890625,33479.0703125,840.4738159179688,33477.9921875,839.8878173828125,208
1248,33479.0703125,840.4738159179688,33480.08984375,840.9381103515625,33479.9375,840.9417724609375,33478.953125,840.4605712890625,209
1249,33478.9921875,840.5174560546875,33479.8515625,841.011962890625,33480.76171875,840.988037109375,33479.515625,840.5245971679688,209
1250,33479.1953125,840.583984375,33480.69140625,841.1110229492188,33480.21875,841.0980834960938,33479.57421875,840.6160278320312,209
1251,33479.86328125,840.717529296875,33480.734375,841.22998046875,33480.3046875,841.244384765625,33479.2109375,840.6971435546875,209
1252,33479.8828125,840.78271484375,33480.765625,841.3471069335938,33480.7890625,841.3577880859375,33479.515625,840.7950439453125,209
1253,33479.9375,840.9417724609375,33480.9921875,841.497314453125,33481.2109375,841.498046875,33480.08984375,840.9381103515625,209
1254,33481.2109375,841.498046875,33482.15625,841.9725341796875,33482.03125,841.9598388671875,33480.9921875,841.497314453125,210
1255,33481.1015625,841.57080078125,33482.1015625,842.0269775390625,33482.6328125,842.027587890625,33481.625,841.521484375,210
1256,33481.578125,841.648193359375,33482.6171875,842.0782470703125,33482.3515625,842.159912109375,33481.39453125,841.5833740234375,210
1257,33481.76171875,841.7208862304688,33482.359375,842.2659912109375,33482.71875,842.2269897460938,33481.4921875,841.7225341796875,210
1258,33481.8203125,841.81591796875,33482.9140625,842.3345947265625,33482.6875,842.384033203125,33481.77734375,841.8206787109375,210
1259,33482.03125,841.9598388671875,33483.0234375,842.5247192382812,33483.28125,842.4974365234375,33482.15625,841.9725341796875,210
1260,33483.28125,842.4974365234375,33484.28515625,842.9837646484375,33484.0625,843.0009155273438,33483.0234375,842.5247192382812,211
1261,33483.2578125,842.6006469726562,33484.2421875,843.05859375,33484.6875,843.0718383789062,33483.578125,842.5413208007812,211
1262,33483.64453125,842.64111328125,33484.7578125,843.2142333984375,33484.45703125,843.1039428710938,33483.5,842.672607421875,211
1263,33483.75390625,842.755859375,33484.7109375,843.3048095703125,33484.6015625,843.2896728515625,33483.734375,842.7828979492188,211
1264,33483.875,842.8507690429688,33484.6640625,843.4229125976562,33485.15625,843.3739013671875,33483.890625,842.8706665039062,211
1265,33484.0625,843.0009155273438,33485.2109375,843.5340576171875,33485.27734375,843.58154296875,33484.28515625,842.9837646484375,211
1266,33485.27734375,843.58154296875,33486.265625,844.021484375,33486.26953125,844.0443115234375,33485.2109375,843.5340576171875,212
1267,33485.69921875,843.5953369140625,33486.578125,844.1315307617188,33486.546875,844.0833129882812,33485.33203125,843.6377563476562,212
1268,33485.578125,843.6984252929688,33486.640625,844.2080078125,33486.78125,844.2105102539062,33485.74609375,843.6783447265625,212
1269,33485.78515625,843.8299560546875,33486.8984375,844.36083984375,33486.68359375,844.3380737304688,33485.8828125,843.774658203125,212
1270,33485.78515625,843.8592529296875,33487.32421875,844.4849853515625,33486.76171875,844.4466552734375,33486.171875,843.9130859375,212
1271,33486.26953125,844.0443115234375,33487.27734375,844.6439819335938,33487.46875,844.577392578125,33486.265625,844.021484375,212
1272,33487.46875,844.577392578125,33488.40625,845.086669921875,33488.3828125,845.075439453125,33487.27734375,844.6439819335938,213
1273,33487.484375,844.674560546875,33488.58984375,845.1568603515625,33488.7734375,845.1563720703125,33487.7421875,844.6588134765625,213
1274,33487.7109375,844.7042236328125,33488.6953125,845.2393798828125,33488.92578125,845.27099609375,33487.78515625,844.771240234375,213
1275,33487.6796875,844.8563842773438,33488.95703125,845.3675537109375,33488.7890625,845.393310546875,33488.16796875,844.818359375,213
1276,33488.1015625,844.9154052734375,33489.1171875,845.512939453125,33489.15625,845.468994140625,33488.0390625,844.9379272460938,213
1277,33488.3828125,845.075439453125,33489.34375,845.6317749023438,33489.6015625,845.6577758789062,33488.40625,845.086669921875,213
1278,33489.6015625,845.6577758789062,33490.62109375,846.0958251953125,33490.34375,846.1250610351562,33489.34375,845.6317749023438,214
1279,33489.58203125,845.685791015625,33490.5234375,846.1925048828125,33491.05859375,846.1854248046875,33489.8515625,845.7008056640625,214
1280,33489.796875,845.7420654296875,33490.78125,846.274658203125,33491.07421875,846.2868041992188,33489.91015625,845.7779541015625,214
1281,33489.8984375,845.8798828125,33490.9765625,846.39013671875,33490.9921875,846.392333984375,33490.140625,845.8656005859375,214
1282,33490.125,845.9483032226562,33491.3515625,846.5107421875,33491.0859375,846.4974365234375,33490.2578125,845.9864501953125,214
