,model1_fc1,model1_fc2,model2_fc1,model2_fc2,model2_wa1,model2_wa2,model1_wa1,model1_wa2,train_epoch
21,32878.45703125,420.97265625,32882.5703125,426.5687255859375,32882.171875,426.60382080078125,32878.796875,420.9062805175781,4
22,32879.328125,421.7578430175781,32883.4921875,427.67303466796875,32883.32421875,427.6694641113281,32879.34375,421.74346923828125,4
23,32880.328125,422.8729248046875,32884.70703125,429.15765380859375,32884.9609375,429.0833740234375,32880.4453125,422.86248779296875,4
24,32884.9609375,429.0833740234375,32888.0546875,433.53497314453125,32887.69921875,433.566162109375,32884.70703125,429.15765380859375,5
25,32884.4296875,429.6011962890625,32887.03515625,434.2110595703125,32888.65625,434.13677978515625,32885.1953125,429.4940185546875,5
26,32885.484375,430.805908203125,32888.96875,435.4849548339844,32888.26171875,435.46820068359375,32885.484375,430.7875061035156,5
27,32886.5,431.88433837890625,32889.8046875,436.7742614746094,32889.5,436.76519775390625,32886.07421875,431.88189697265625,5
28,32886.98046875,432.55279541015625,32890.8046875,437.7418212890625,32890.51171875,437.75799560546875,32886.79296875,432.524169921875,5
29,32887.69921875,433.566162109375,32891.984375,439.05328369140625,32891.984375,439.0421142578125,32888.0546875,433.53497314453125,5
30,32891.984375,439.0421142578125,32894.90234375,442.97479248046875,32894.7421875,443.00543212890625,32891.984375,439.05328369140625,6
31,32891.7421875,439.55780029296875,32894.78125,443.70123291015625,32895.12109375,443.6151123046875,32892.5,439.59527587890625,6
32,32893.2734375,440.5920104980469,32895.96875,444.7965087890625,32895.34375,444.8442077636719,32892.1171875,440.62738037109375,6
33,32893.703125,441.5557556152344,32896.6484375,445.99066162109375,32896.5546875,445.9394836425781,32893.109375,441.538330078125,6
34,32894.0,442.13690185546875,32897.6875,446.77685546875,32897.296875,446.7991943359375,32893.9140625,442.1446228027344,6
35,32894.7421875,443.00543212890625,32898.53125,447.9385986328125,32898.8828125,447.91339111328125,32894.90234375,442.97479248046875,6
36,32898.8828125,447.91339111328125,32901.33203125,451.4796142578125,32901.36328125,451.46612548828125,32898.53125,447.9385986328125,7
37,32898.734375,448.515869140625,32901.2734375,452.02532958984375,32901.7890625,452.0475158691406,32899.09375,448.4066162109375,7
38,32899.625,449.3443908691406,32902.2578125,453.1318664550781,32902.1484375,453.111328125,32899.18359375,449.2980651855469,7
39,32900.01953125,450.1705322265625,32903.015625,454.1947021484375,32903.1171875,454.18939208984375,32900.1015625,450.18548583984375,7
40,32900.640625,450.6878356933594,32903.8671875,454.96075439453125,32903.9609375,454.969482421875,32900.48828125,450.76116943359375,7
41,32901.36328125,451.46612548828125,32904.8046875,455.9654235839844,32905.2421875,455.9729919433594,32901.33203125,451.4796142578125,7
42,32905.2421875,455.9729919433594,32907.7265625,459.1254577636719,32907.328125,459.125732421875,32904.8046875,455.9654235839844,8
43,32904.71875,456.46575927734375,32907.2734375,459.7139892578125,32908.24609375,459.7330322265625,32905.80859375,456.3961181640625,8
44,32906.3359375,457.2218322753906,32908.3984375,460.7480163574219,32908.34765625,460.62933349609375,32905.234375,457.2110595703125,8
45,32906.49609375,457.9631652832031,32909.3359375,461.690673828125,32909.0546875,461.68084716796875,32906.265625,457.98779296875,8
46,32906.89453125,458.4721984863281,32910.109375,462.442138671875,32909.9375,462.42047119140625,32906.78125,458.45404052734375,8
47,32907.328125,459.125732421875,32910.88671875,463.3905334472656,32911.2578125,463.3629455566406,32907.7265625,459.1254577636719,8
48,32911.2578125,463.3629455566406,32913.421875,466.00054931640625,32913.453125,466.0270690917969,32910.88671875,463.3905334472656,9
49,32910.796875,463.6165466308594,32913.46875,466.42535400390625,32913.65625,466.51507568359375,32911.9609375,463.53753662109375,9
50,32912.359375,464.16845703125,32914.12890625,467.2930908203125,32914.01953125,467.28277587890625,32911.21875,464.2878723144531,9
51,32912.29296875,464.9329833984375,32914.81640625,468.1906433105469,32914.7421875,468.09906005859375,32912.328125,464.9004211425781,9
52,32912.72265625,465.37750244140625,32915.703125,468.8673400878906,32915.4609375,468.8350830078125,32912.765625,465.3507080078125,9
53,32913.453125,466.0270690917969,32916.6328125,469.7712097167969,32916.58203125,469.76385498046875,32913.421875,466.00054931640625,9
54,32916.58203125,469.76385498046875,32918.77734375,472.45599365234375,32919.1796875,472.4469299316406,32916.6328125,469.7712097167969,10
55,32916.94140625,470.10284423828125,32919.52734375,472.8712158203125,32918.7265625,472.873046875,32916.86328125,469.9957580566406,10
56,32917.38671875,470.74114990234375,32919.40625,473.66827392578125,32919.90234375,473.6722106933594,32917.296875,470.69061279296875,10
57,32917.90234375,471.4009094238281,32920.34765625,474.5129089355469,32920.36328125,474.50335693359375,32917.8515625,471.3739929199219,10
58,32918.22265625,471.795654296875,32921.2265625,475.1236572265625,32920.9296875,475.1309814453125,32918.34375,471.80706787109375,10
59,32919.1796875,472.4469299316406,32921.78515625,475.9307556152344,32922.2890625,475.934326171875,32918.77734375,472.45599365234375,10
60,32922.2890625,475.934326171875,32924.40625,478.64947509765625,32924.078125,478.67059326171875,32921.78515625,475.9307556152344,11
61,32922.08203125,476.43743896484375,32923.9921875,479.1699523925781,32924.90625,479.03814697265625,32922.58984375,476.320068359375,11
62,32922.66015625,476.9869384765625,32925.0,479.80120849609375,32924.8515625,479.84429931640625,32922.7734375,477.0369873046875,11
63,32923.4453125,477.6817932128906,32925.62890625,480.5918273925781,32925.578125,480.6275939941406,32923.04296875,477.6720275878906,11
64,32923.7890625,478.1497497558594,32926.2890625,481.20697021484375,32926.3671875,481.20556640625,32923.5234375,478.0892639160156,11
65,32924.078125,478.67059326171875,32927.03125,481.9518737792969,32927.4375,481.9560546875,32924.40625,478.64947509765625,11
66,32927.4375,481.9560546875,32929.5078125,484.380126953125,32929.3671875,484.3773193359375,32927.03125,481.9518737792969,12
67,32927.41796875,482.3101806640625,32929.50390625,484.897705078125,32929.86328125,484.8626403808594,32927.71875,482.12744140625,12
68,32927.93359375,482.8478698730469,32929.80859375,485.4826965332031,32930.51953125,485.487548828125,32928.05859375,482.8615417480469,12
69,32928.5546875,483.44366455078125,32930.8671875,486.17156982421875,32930.71875,486.191162109375,32928.390625,483.45904541015625,12
70,32928.83984375,483.8587341308594,32931.703125,486.7369689941406,32931.21875,486.7098693847656,32928.85546875,483.83294677734375,12
71,32929.3671875,484.3773193359375,32932.31640625,487.46417236328125,32932.41796875,487.4640808105469,32929.5078125,484.380126953125,12
72,32932.41796875,487.4640808105469,32934.74609375,489.69964599609375,32934.2109375,489.67803955078125,32932.31640625,487.46417236328125,13
73,32932.46875,487.7408447265625,32934.28125,489.93988037109375,32935.2265625,490.09375,32932.9921875,487.63763427734375,13
74,32933.328125,488.25921630859375,32935.40625,490.62249755859375,32935.04296875,490.6151123046875,32932.921875,488.2828063964844,13
75,32933.62890625,488.83074951171875,32935.87890625,491.25762939453125,32935.71484375,491.2495422363281,32933.48046875,488.8260192871094,13
76,32934.015625,489.200927734375,32936.359375,491.74114990234375,32936.48828125,491.747802734375,32933.81640625,489.2054138183594,13
77,32934.2109375,489.67803955078125,32937.02734375,492.4785461425781,32937.5859375,492.4626159667969,32934.74609375,489.69964599609375,13
78,32937.5859375,492.4626159667969,32939.41796875,494.6549987792969,32939.25,494.65478515625,32937.02734375,492.4785461425781,14
79,32937.09765625,492.73309326171875,32939.16796875,494.91534423828125,32939.90625,494.946533203125,32938.17578125,492.69281005859375,14
80,32938.16796875,493.2872314453125,32940.07421875,495.47113037109375,32939.8203125,495.416259765625,32937.859375,493.2489013671875,14
81,32938.4609375,493.83770751953125,32940.609375,496.05841064453125,32940.48828125,496.0329284667969,32938.4609375,493.8179016113281,14
82,32938.890625,494.21148681640625,32941.28125,496.5030517578125,32941.05859375,496.5186767578125,32938.7734375,494.21295166015625,14
83,32939.25,494.65478515625,32942.0390625,497.19805908203125,32942.046875,497.20733642578125,32939.41796875,494.6549987792969,14
84,32942.046875,497.20733642578125,32943.9921875,499.3272399902344,32943.859375,499.2767333984375,32942.0390625,497.19805908203125,15
85,32942.1015625,497.4053955078125,32943.51953125,499.5962219238281,32944.8515625,499.59783935546875,32942.55859375,497.4631652832031,15
86,32942.93359375,497.96209716796875,32944.703125,500.2095642089844,32944.53125,500.0905456542969,32942.32421875,497.8953857421875,15
87,32943.203125,498.4760437011719,32945.328125,500.71856689453125,32945.0703125,500.7454833984375,32942.9375,498.50390625,15
88,32943.43359375,498.8750915527344,32945.8984375,501.180908203125,32945.75,501.2000732421875,32943.3984375,498.8103942871094,15
89,32943.859375,499.2767333984375,32946.7421875,501.8466491699219,32946.5546875,501.8796081542969,32943.9921875,499.3272399902344,15
90,32946.5546875,501.8796081542969,32948.5546875,503.86444091796875,32948.46875,503.8602600097656,32946.7421875,501.8466491699219,16
91,32946.9921875,502.16387939453125,32948.3984375,504.2105712890625,32949.09375,504.19171142578125,32946.953125,502.08740234375,16
92,32947.2109375,502.56378173828125,32949.4609375,504.75860595703125,32948.94140625,504.6654052734375,32947.3515625,502.6043701171875,16
93,32947.67578125,503.11279296875,32949.75,505.24835205078125,32949.6953125,505.229248046875,32947.73046875,503.1312255859375,16
94,32948.12890625,503.4534912109375,32950.3984375,505.6630554199219,32950.23828125,505.6816101074219,32947.90625,503.45001220703125,16
95,32948.46875,503.8602600097656,32951.046875,506.3064880371094,32951.2265625,506.3092346191406,32948.5546875,503.86444091796875,16
96,32951.2265625,506.3092346191406,32952.953125,508.2881164550781,32952.921875,508.3448791503906,32951.046875,506.3064880371094,17
97,32951.21875,506.57952880859375,32953.328125,508.5736389160156,32953.02734375,508.512939453125,32951.6953125,506.62762451171875,17
98,32951.91015625,507.0363464355469,32953.7734375,508.9994812011719,32953.33984375,508.9396057128906,32951.5234375,507.0526428222656,17
99,32952.14453125,507.5592041015625,32954.140625,509.5306396484375,32954.11328125,509.5308837890625,32952.04296875,507.5549011230469,17
100,32952.48046875,507.9034423828125,32954.71875,509.9573059082031,32954.6953125,509.90484619140625,32952.41796875,507.8984680175781,17
101,32952.921875,508.3448791503906,32955.5078125,510.5262451171875,32955.4765625,510.50665283203125,32952.953125,508.2881164550781,17
102,32955.4765625,510.50665283203125,32957.2890625,512.4202270507812,32957.25390625,512.462646484375,32955.5078125,510.5262451171875,18
103,32955.546875,510.70513916015625,32957.5,512.7648315429688,32957.55859375,512.7867431640625,32956.0,510.8231506347656,18
104,32956.0625,511.2049865722656,32957.91015625,513.289306640625,32957.953125,513.1998291015625,32956.0625,511.19232177734375,18
105,32956.4453125,511.7081298828125,32958.5234375,513.7384643554688,32958.359375,513.75732421875,32956.484375,511.729736328125,18
106,32956.74609375,512.038330078125,32959.05078125,514.152099609375,32958.96875,514.1094970703125,32956.78125,512.004638671875,18
107,32957.25390625,512.462646484375,32960.0390625,514.6920166015625,32959.55859375,514.7412719726562,32957.2890625,512.4202270507812,18
108,32959.55859375,514.7412719726562,32961.3203125,516.6025390625,32961.7109375,516.6062622070312,32960.0390625,514.6920166015625,19
109,32960.4609375,514.9459838867188,32961.828125,516.7742919921875,32961.6484375,516.830322265625,32959.6484375,514.9359130859375,19
110,32960.515625,515.4052124023438,32962.0,517.22705078125,32962.1796875,517.22802734375,32960.125,515.34423828125,19
111,32960.6953125,515.87939453125,32962.52734375,517.697509765625,32962.640625,517.6600952148438,32960.6953125,515.8801879882812,19
112,32961.0703125,516.21533203125,32963.03125,518.0733642578125,32963.296875,518.0809936523438,32960.9609375,516.2022094726562,19
113,32961.7109375,516.6062622070312,32963.94140625,518.6229248046875,32963.921875,518.63134765625,32961.3203125,516.6025390625,19
114,32963.921875,518.63134765625,32965.76171875,520.3143310546875,32965.44140625,520.3375854492188,32963.94140625,518.6229248046875,20
115,32964.20703125,518.763671875,32965.5546875,520.6546630859375,32966.17578125,520.564697265625,32964.11328125,518.8084716796875,20
116,32964.19921875,519.19091796875,32966.3828125,521.0574340820312,32966.078125,520.991455078125,32964.703125,519.173583984375,20
117,32964.9921875,519.6488037109375,32966.890625,521.5186767578125,32966.62890625,521.5406494140625,32964.703125,519.6489868164062,20
118,32965.15625,519.9550170898438,32967.390625,521.8619384765625,32967.2421875,521.8753662109375,32965.12109375,519.9345092773438,20
119,32965.44140625,520.3375854492188,32968.078125,522.387939453125,32968.0703125,522.4525146484375,32965.76171875,520.3143310546875,20
120,32968.0703125,522.4525146484375,32970.0234375,524.2526245117188,32969.58984375,524.2192993164062,32968.078125,522.387939453125,21
121,32968.1875,522.7363891601562,32969.640625,524.4534912109375,32970.546875,524.4901123046875,32968.61328125,522.718994140625,21
122,32968.890625,523.1705322265625,32970.87109375,524.8651123046875,32969.9609375,524.7823486328125,32968.55859375,523.1580200195312,21
123,32969.27734375,523.5703735351562,32970.953125,525.2894897460938,32970.80859375,525.2455444335938,32968.84375,523.6207885742188,21
124,32969.5234375,523.9034423828125,32971.4921875,525.621826171875,32971.4296875,525.6513671875,32969.21484375,523.8790283203125,21
125,32969.58984375,524.2192993164062,32972.25390625,526.1265258789062,32972.13671875,526.1453857421875,32970.0234375,524.2526245117188,21
126,32972.13671875,526.1453857421875,32974.0703125,527.946533203125,32973.7890625,527.9400024414062,32972.25390625,526.1265258789062,22
127,32972.41015625,526.4423828125,32973.84765625,528.1988525390625,32974.5859375,528.1612548828125,32972.6328125,526.443359375,22
128,32973.02734375,526.8544311523438,32974.8671875,528.5579833984375,32974.2421875,528.53173828125,32972.59765625,526.835693359375,22
129,32973.203125,527.302734375,32975.0625,528.961669921875,32974.97265625,529.015869140625,32973.15625,527.2664794921875,22
130,32973.63671875,527.5814208984375,32975.52734375,529.3328247070312,32975.6171875,529.3401489257812,32973.28125,527.5392456054688,22
131,32973.7890625,527.9400024414062,32976.34375,529.8681030273438,32976.265625,529.8246459960938,32974.0703125,527.946533203125,22
132,32976.265625,529.8246459960938,32977.984375,531.4833374023438,32977.8046875,531.47412109375,32976.34375,529.8681030273438,23
133,32976.5859375,530.08642578125,32977.8359375,531.6729736328125,32978.4921875,531.7017211914062,32976.58203125,530.0619506835938,23
134,32976.97265625,530.397216796875,32978.41796875,532.027587890625,32978.53125,532.0369262695312,32976.6484375,530.4100341796875,23
135,32977.18359375,530.8385009765625,32978.8359375,532.4803466796875,32979.0078125,532.4150390625,32977.14453125,530.8236694335938,23
136,32977.54296875,531.1245727539062,32979.3671875,532.7886962890625,32979.59375,532.7817993164062,32977.37109375,531.113037109375,23
137,32977.8046875,531.47412109375,32980.3203125,533.285888671875,32980.1171875,533.3009033203125,32977.984375,531.4833374023438,23
138,32980.1171875,533.3009033203125,32981.9609375,534.9169311523438,32981.7421875,534.9375,32980.3203125,533.285888671875,24
139,32980.66015625,533.5469360351562,32981.8203125,535.048828125,32982.4140625,535.115234375,32980.34765625,533.4866333007812,24
140,32980.65234375,533.911865234375,32982.421875,535.4921875,32982.48828125,535.4202270507812,32980.9375,533.8636474609375,24
141,32981.0234375,534.302734375,32983.16796875,535.8687744140625,32982.6015625,535.8469848632812,32981.2265625,534.2429809570312,24
142,32981.51953125,534.5487060546875,32983.5234375,536.1768798828125,32983.3046875,536.1753540039062,32981.28125,534.5435791015625,24
143,32981.7421875,534.9375,32983.953125,536.6530151367188,32984.296875,536.7138671875,32981.9609375,534.9169311523438,24
144,32984.296875,536.7138671875,32985.76171875,538.2764892578125,32985.703125,538.2479248046875,32983.953125,536.6530151367188,25
145,32984.046875,536.8971557617188,32985.89453125,538.4859619140625,32986.21875,538.4887084960938,32984.78125,536.9319458007812,25
146,32984.78125,537.2310791015625,32986.62890625,538.931396484375,32986.2578125,538.882080078125,32984.59375,537.234375,25
147,32985.234375,537.6722412109375,32987.15234375,539.3779296875,32986.609375,539.334228515625,32984.85546875,537.6112060546875,25
148,32985.40234375,537.9072875976562,32987.65625,539.64404296875,32987.1484375,539.6785888671875,32985.19140625,537.9141845703125,25
149,32985.703125,538.2479248046875,32988.03125,540.1268310546875,32988.13671875,540.0924072265625,32985.76171875,538.2764892578125,25
150,32988.13671875,540.0924072265625,32989.71875,541.630859375,32989.6484375,541.6014404296875,32988.03125,540.1268310546875,26
151,32988.203125,540.3570556640625,32989.91015625,541.7940063476562,32989.9765625,541.8028564453125,32988.5390625,540.2727661132812,26
152,32988.828125,540.5977783203125,32990.44140625,542.1627197265625,32990.09765625,542.1375122070312,32988.49609375,540.6728515625,26
153,32989.015625,541.0093994140625,32990.828125,542.56103515625,32990.61328125,542.6201171875,32988.98828125,540.986572265625,26
154,32989.3984375,541.218017578125,32991.39453125,542.900634765625,32991.109375,542.9075317382812,32989.125,541.25,26
155,32989.6484375,541.6014404296875,32991.8203125,543.3649291992188,32992.1328125,543.3564453125,32989.71875,541.630859375,26
156,32992.1328125,543.3564453125,32993.8046875,544.9302978515625,32993.36328125,544.9668579101562,32991.8203125,543.3649291992188,27
157,32991.7265625,543.6058349609375,32993.3828125,545.1058349609375,32994.375,545.14990234375,32992.78125,543.5672607421875,27
158,32992.68359375,543.9874877929688,32994.515625,545.5553588867188,32993.9140625,545.4606323242188,32992.39453125,543.903564453125,27
159,32993.0625,544.3341064453125,32994.66796875,545.9368286132812,32994.59375,545.976806640625,32992.703125,544.3587036132812,27
160,32993.03515625,544.6033935546875,32995.02734375,546.300048828125,32995.24609375,546.2194213867188,32993.25390625,544.5943603515625,27
161,32993.36328125,544.9668579101562,32995.8828125,546.710693359375,32995.8203125,546.7310791015625,32993.8046875,544.9302978515625,27
162,32995.8203125,546.7310791015625,32997.640625,548.2758178710938,32997.4765625,548.3245849609375,32995.8828125,546.710693359375,28
163,32996.10546875,546.948974609375,32997.57421875,548.58544921875,32998.125,548.5255126953125,32996.3203125,546.9628295898438,28
164,32996.84765625,547.287841796875,32998.0,548.8785400390625,32998.32421875,548.8848876953125,32996.17578125,547.294921875,28
165,32997.125,547.6798095703125,32998.71875,549.239501953125,32998.37890625,549.3018188476562,32996.578125,547.7189331054688,28
166,32997.1484375,548.0003662109375,32999.03515625,549.5408935546875,32999.0703125,549.6201782226562,32997.1328125,547.953125,28
167,32997.4765625,548.3245849609375,32999.78125,550.0177001953125,32999.68359375,549.9934692382812,32997.640625,548.2758178710938,28
168,32999.68359375,549.9934692382812,33001.41796875,551.5603637695312,33001.15234375,551.5399780273438,32999.78125,550.0177001953125,29
169,32999.99609375,550.3160400390625,33001.234375,551.7678833007812,33001.97265625,551.6732177734375,33000.0078125,550.2481689453125,29
170,33000.34765625,550.5704345703125,33002.06640625,551.98779296875,33001.703125,552.0289306640625,33000.140625,550.5654296875,29
171,33000.69140625,550.9461059570312,33002.40234375,552.4073486328125,33002.07421875,552.38623046875,33000.453125,550.9586791992188,29
172,33000.78125,551.22509765625,33002.65625,552.703369140625,33002.83984375,552.7023315429688,33000.96875,551.2341918945312,29
173,33001.15234375,551.5399780273438,33003.3984375,553.1357421875,33003.515625,553.1993408203125,33001.41796875,551.5603637695312,29
174,33003.515625,553.1993408203125,33005.265625,554.6361083984375,33004.83984375,554.58251953125,33003.3984375,553.1357421875,30
175,33003.74609375,553.3477783203125,33004.7265625,554.7905883789062,33005.8671875,554.8087158203125,33003.68359375,553.349853515625,30
176,33004.0390625,553.693603515625,33005.78125,555.12109375,33005.34375,555.068359375,33003.9453125,553.5825805664062,30
177,33004.375,554.04248046875,33006.1015625,555.421630859375,33005.765625,555.4775390625,33004.3203125,553.993896484375,30
178,33004.5703125,554.2866821289062,33006.74609375,555.782470703125,33006.2109375,555.7679443359375,33004.6796875,554.2506103515625,30
179,33004.83984375,554.58251953125,33007.1640625,556.2100219726562,33007.09765625,556.2063598632812,33005.265625,554.6361083984375,30
180,33007.09765625,556.2063598632812,33008.7421875,557.671630859375,33008.83203125,557.6781005859375,33007.1640625,556.2100219726562,31
181,33007.40625,556.3551635742188,33008.78515625,557.8802490234375,33009.3984375,557.8804931640625,33007.51171875,556.3934326171875,31
182,33007.9609375,556.6778564453125,33009.296875,558.1875,33009.546875,558.22412109375,33007.47265625,556.6859130859375,31
183,33008.16796875,557.0795288085938,33009.69921875,558.5706787109375,33009.90625,558.6101684570312,33007.93359375,557.03125,31
184,33008.3046875,557.3270263671875,33010.203125,558.8724365234375,33010.40234375,558.88134765625,33008.40625,557.359130859375,31
185,33008.83203125,557.6781005859375,33010.9140625,559.2957763671875,33011.015625,559.2723999023438,33008.7421875,557.671630859375,31
186,33011.015625,559.2723999023438,33012.484375,560.7152099609375,33012.59375,560.7490234375,33010.9140625,559.2957763671875,32
187,33011.1015625,559.523193359375,33012.47265625,560.853759765625,33013.12890625,560.8233642578125,33011.37890625,559.4383544921875,32
188,33011.69140625,559.7881469726562,33013.0390625,561.1502685546875,33013.078125,561.0401000976562,33011.30078125,559.76611328125,32
189,33011.9375,560.15966796875,33013.7578125,561.470703125,33013.109375,561.4893188476562,33011.73046875,560.1485595703125,32
190,33012.078125,560.4354248046875,33014.04296875,561.7950439453125,33013.8515625,561.7974853515625,33012.1640625,560.3773193359375,32
191,33012.59375,560.7490234375,33014.5546875,562.1943359375,33014.640625,562.1965942382812,33012.484375,560.7152099609375,32
192,33014.640625,562.1965942382812,33016.25390625,563.6724243164062,33016.1796875,563.6317138671875,33014.5546875,562.1943359375,33
193,33014.859375,562.3970336914062,33016.171875,563.74267578125,33016.78125,563.7900390625,33014.98046875,562.4205932617188,33
194,33015.0859375,562.7030639648438,33016.7734375,564.010009765625,33016.734375,564.023681640625,33015.265625,562.6859130859375,33
195,33015.359375,563.0466918945312,33017.2890625,564.3930053710938,33017.00390625,564.4129638671875,33015.65625,563.08251953125,33
196,33015.8515625,563.2962036132812,33017.546875,564.6688232421875,33017.6953125,564.6965942382812,33015.6640625,563.2867431640625,33
197,33016.1796875,563.6317138671875,33018.29296875,565.0899658203125,33018.19140625,565.0516357421875,33016.25390625,563.6724243164062,33
198,33018.19140625,565.0516357421875,33019.875,566.5186767578125,33019.81640625,566.5496826171875,33018.29296875,565.0899658203125,34
199,33018.66796875,565.350341796875,33019.80859375,566.6571044921875,33020.37109375,566.664306640625,33018.453125,565.263671875,34
200,33018.9765625,565.660888671875,33020.3359375,566.9566650390625,33020.44140625,566.8722534179688,33018.671875,565.5840454101562,34
201,33019.13671875,565.963134765625,33020.90625,567.2515869140625,33020.578125,567.2526245117188,33019.13671875,565.9813232421875,34
202,33019.4921875,566.1900634765625,33021.5,567.565185546875,33020.96484375,567.51806640625,33019.3203125,566.232421875,34
203,33019.81640625,566.5496826171875,33021.8671875,567.9188232421875,33021.875,567.9176635742188,33019.875,566.5186767578125,34
204,33021.875,567.9176635742188,33023.69921875,569.32763671875,33023.1328125,569.306884765625,33021.8671875,567.9188232421875,35
205,33021.7109375,568.09814453125,33023.1953125,569.472412109375,33024.10546875,569.394775390625,33022.53125,568.088623046875,35
206,33022.5078125,568.3571166992188,33024.140625,569.7267456054688,33023.70703125,569.6426391601562,33022.22265625,568.410888671875,35
207,33022.859375,568.7650146484375,33024.19140625,570.0572509765625,33024.390625,570.0267333984375,33022.51171875,568.7235107421875,35
208,33023.265625,569.00244140625,33024.7109375,570.3438720703125,33024.859375,570.3312377929688,33022.69921875,568.9801025390625,35
209,33023.1328125,569.306884765625,33025.25,570.7183837890625,33025.59375,570.71240234375,33023.69921875,569.32763671875,35
210,33025.59375,570.71240234375,33026.98828125,572.115966796875,33027.046875,572.1417236328125,33025.25,570.7183837890625,36
211,33025.60546875,570.9386596679688,33027.296875,572.2517700195312,33027.1953125,572.2591552734375,33025.9140625,570.9207763671875,36
212,33026.26171875,571.2840576171875,33027.44921875,572.49755859375,33027.53515625,572.49609375,33025.80859375,571.1903076171875,36
213,33026.41796875,571.552001953125,33027.984375,572.8383178710938,33027.79296875,572.839111328125,33026.2734375,571.6131591796875,36
214,33026.65625,571.8120727539062,33028.453125,573.0699462890625,33028.2421875,573.1197509765625,33026.53515625,571.78857421875,36
215,33027.046875,572.1417236328125,33028.9765625,573.430908203125,33028.90625,573.477783203125,33026.98828125,572.115966796875,36
216,33028.90625,573.477783203125,33030.796875,574.7977905273438,33030.1875,574.8440551757812,33028.9765625,573.430908203125,37
217,33029.01953125,573.7069091796875,33030.10546875,574.9961547851562,33031.5,575.0242309570312,33029.5,573.5938720703125,37
218,33029.73046875,573.91650390625,33031.1484375,575.3037109375,33031.0546875,575.247314453125,33029.3125,573.9414672851562,37
219,33029.9609375,574.2456665039062,33031.6015625,575.6072998046875,33031.3203125,575.5823974609375,33029.640625,574.255615234375,37
220,33029.9375,574.4844970703125,33031.9453125,575.8355102539062,33031.921875,575.8657836914062,33030.23828125,574.522216796875,37
221,33030.1875,574.8440551757812,33032.5,576.2088623046875,33032.56640625,576.2363891601562,33030.796875,574.7977905273438,37
222,33032.56640625,576.2363891601562,33034.35546875,577.5826416015625,33033.8046875,577.59033203125,33032.5,576.2088623046875,38
223,33032.7578125,576.4006958007812,33034.1015625,577.7904052734375,33034.5546875,577.7457275390625,33032.921875,576.4251708984375,38
224,33033.3828125,576.7086181640625,33034.45703125,578.0291748046875,33034.6953125,577.9651489257812,33032.8046875,576.6934814453125,38
225,33033.42578125,577.0276489257812,33035.17578125,578.3069458007812,33034.71875,578.3153076171875,33033.33984375,577.0382080078125,38
226,33033.6796875,577.248291015625,33035.41796875,578.5716552734375,33035.4609375,578.6018676757812,33033.640625,577.293212890625,38
227,33033.8046875,577.59033203125,33035.9921875,578.871337890625,33036.05859375,578.9669189453125,33034.35546875,577.5826416015625,38
