,client_list,iter_list,train_losses,train_ce_losses,test_losses,test_accuracy_list
0,1,0,0.7214829489390056,0.719236789226532,0.5769268470764161,78.8
1,2,0,0.527547491868337,0.5252462863922119,0.49325848760604857,82.03
2,3,0,0.49615471172332765,0.493536406993866,0.5165882719516754,81.39
3,4,0,0.45109520880381265,0.44877997756004334,0.4597505925178528,83.14
4,5,0,0.442607871055603,0.44046619335810344,0.4503364282608032,83.67
5,6,0,0.43772547610600787,0.43534723663330077,0.4360757748126984,84.08
6,7,0,0.43529885069529217,0.4329849133491516,0.4175389459133148,84.89
7,8,0,0.4365226758321126,0.43458823331197105,0.42058130044937136,85.09
8,9,0,0.41334115966161095,0.41116753498713177,0.39632346177101135,85.62
9,10,0,0.3917684355576833,0.38961160198847455,0.42527307786941526,84.88
10,1,1,0.3625837213993072,0.36201122077306114,0.4011285620689392,85.49
11,2,1,0.37072828435897826,0.36988612151145933,0.39735492973327635,85.66
12,3,1,0.3534068820476532,0.3525257221062978,0.39062942218780516,86.08
13,4,1,0.3429913749694824,0.34202073629697166,0.40722363848686216,85.48
14,5,1,0.34619890570640566,0.345086075146993,0.4009149004459381,85.13
15,6,1,0.34264287328720094,0.3415239423116048,0.389074838924408,86.23
16,7,1,0.3425549754301707,0.34157294925053916,0.39788102111816404,85.63
17,8,1,0.3640210641225179,0.36282885805765785,0.3695353759288788,86.86
18,9,1,0.3414455929597219,0.3402061994075775,0.3813850246429443,86.09
19,10,1,0.32866069610913595,0.32763360047340395,0.3972467526435852,85.87
20,1,2,0.3144214233557383,0.314081929842631,0.3719586701393127,86.56
21,2,2,0.323637571811676,0.32293168516953785,0.37481020317077635,86.58
22,3,2,0.3017916827201843,0.301146901845932,0.368056046628952,87.12
23,4,2,0.30088435133298236,0.3001062761147817,0.37493838047981265,86.3
24,5,2,0.3129911937713623,0.31218431337674457,0.37391282081604005,86.58
25,6,2,0.30536588609218596,0.3045724896192551,0.3689454469680786,87.03
26,7,2,0.3099569062391917,0.30896796703338625,0.41132725167274475,85.38
27,8,2,0.3174247129758199,0.31656640775998435,0.34358611874580386,87.43
28,9,2,0.29941573945681255,0.2985907461643219,0.36630940642356874,86.89
29,10,2,0.29602032581965126,0.2950798663298289,0.362313692855835,86.95
